#    L    TT             EE             TE             PP             TP          
  1504   0.354509E+03   0.205425E+02  -0.106712E+02   0.423862E+05   0.147777E+02
  1505   0.353429E+03   0.205406E+02  -0.111454E+02   0.423025E+05   0.146481E+02
  1506   0.352397E+03   0.205351E+02  -0.116183E+02   0.422191E+05   0.145195E+02
  1507   0.351410E+03   0.205270E+02  -0.120900E+02   0.421358E+05   0.143919E+02
  1508   0.350469E+03   0.205156E+02  -0.125606E+02   0.420527E+05   0.142653E+02
  1509   0.349564E+03   0.205002E+02  -0.130297E+02   0.419698E+05   0.141398E+02
  1510   0.348715E+03   0.204831E+02  -0.134976E+02   0.418870E+05   0.140153E+02
  1511   0.347891E+03   0.204623E+02  -0.139632E+02   0.418045E+05   0.138919E+02
  1512   0.347114E+03   0.204385E+02  -0.144287E+02   0.417221E+05   0.137695E+02
  1513   0.346373E+03   0.204118E+02  -0.148908E+02   0.416399E+05   0.136482E+02
  1514   0.345684E+03   0.203831E+02  -0.153517E+02   0.415579E+05   0.135279E+02
  1515   0.345050E+03   0.203511E+02  -0.158096E+02   0.414761E+05   0.134087E+02
  1516   0.344435E+03   0.203157E+02  -0.162667E+02   0.413945E+05   0.132906E+02
  1517   0.343866E+03   0.202778E+02  -0.167205E+02   0.413130E+05   0.131735E+02
  1518   0.343334E+03   0.202376E+02  -0.171708E+02   0.412317E+05   0.130575E+02
  1519   0.342837E+03   0.201936E+02  -0.176204E+02   0.411506E+05   0.129426E+02
  1520   0.342389E+03   0.201474E+02  -0.180662E+02   0.410697E+05   0.128288E+02
  1521   0.341967E+03   0.200991E+02  -0.185088E+02   0.409889E+05   0.127161E+02
  1522   0.341575E+03   0.200473E+02  -0.189487E+02   0.409083E+05   0.126045E+02
  1523   0.341228E+03   0.199929E+02  -0.193850E+02   0.408279E+05   0.124940E+02
  1524   0.340909E+03   0.199366E+02  -0.198182E+02   0.407477E+05   0.123847E+02
  1525   0.340625E+03   0.198780E+02  -0.202475E+02   0.406676E+05   0.122764E+02
  1526   0.340379E+03   0.198162E+02  -0.206727E+02   0.405878E+05   0.121692E+02
  1527   0.340165E+03   0.197513E+02  -0.210950E+02   0.405081E+05   0.120632E+02
  1528   0.339981E+03   0.196851E+02  -0.215120E+02   0.404286E+05   0.119583E+02
  1529   0.339832E+03   0.196160E+02  -0.219245E+02   0.403492E+05   0.118546E+02
  1530   0.339716E+03   0.195442E+02  -0.223328E+02   0.402700E+05   0.117520E+02
  1531   0.339626E+03   0.194706E+02  -0.227368E+02   0.401910E+05   0.116505E+02
  1532   0.339574E+03   0.193951E+02  -0.231349E+02   0.401122E+05   0.115502E+02
  1533   0.339544E+03   0.193164E+02  -0.235268E+02   0.400335E+05   0.114510E+02
  1534   0.339549E+03   0.192362E+02  -0.239154E+02   0.399550E+05   0.113530E+02
  1535   0.339581E+03   0.191537E+02  -0.242968E+02   0.398767E+05   0.112562E+02
  1536   0.339637E+03   0.190682E+02  -0.246731E+02   0.397986E+05   0.111605E+02
  1537   0.339732E+03   0.189815E+02  -0.250432E+02   0.397206E+05   0.110660E+02
  1538   0.339856E+03   0.188928E+02  -0.254064E+02   0.396428E+05   0.109727E+02
  1539   0.339970E+03   0.188007E+02  -0.257631E+02   0.395652E+05   0.108806E+02
  1540   0.340133E+03   0.187069E+02  -0.261124E+02   0.394877E+05   0.107896E+02
  1541   0.340321E+03   0.186121E+02  -0.264557E+02   0.394104E+05   0.106999E+02
  1542   0.340532E+03   0.185150E+02  -0.267905E+02   0.393333E+05   0.106113E+02
  1543   0.340757E+03   0.184149E+02  -0.271189E+02   0.392563E+05   0.105240E+02
  1544   0.341010E+03   0.183142E+02  -0.274385E+02   0.391796E+05   0.104379E+02
  1545   0.341289E+03   0.182106E+02  -0.277499E+02   0.391029E+05   0.103530E+02
  1546   0.341578E+03   0.181051E+02  -0.280536E+02   0.390265E+05   0.102693E+02
  1547   0.341890E+03   0.179985E+02  -0.283479E+02   0.389502E+05   0.101868E+02
  1548   0.342231E+03   0.178902E+02  -0.286334E+02   0.388741E+05   0.101056E+02
  1549   0.342585E+03   0.177794E+02  -0.289093E+02   0.387981E+05   0.100256E+02
  1550   0.342965E+03   0.176670E+02  -0.291760E+02   0.387223E+05   0.994684E+01
  1551   0.343347E+03   0.175532E+02  -0.294334E+02   0.386467E+05   0.986933E+01
  1552   0.343760E+03   0.174372E+02  -0.296803E+02   0.385712E+05   0.979306E+01
  1553   0.344181E+03   0.173208E+02  -0.299168E+02   0.384959E+05   0.971803E+01
  1554   0.344623E+03   0.172031E+02  -0.301447E+02   0.384208E+05   0.964423E+01
  1555   0.345070E+03   0.170828E+02  -0.303626E+02   0.383458E+05   0.957165E+01
  1556   0.345543E+03   0.169608E+02  -0.305716E+02   0.382710E+05   0.950030E+01
  1557   0.346027E+03   0.168379E+02  -0.307711E+02   0.381964E+05   0.943017E+01
  1558   0.346528E+03   0.167141E+02  -0.309606E+02   0.381219E+05   0.936126E+01
  1559   0.347052E+03   0.165875E+02  -0.311418E+02   0.380476E+05   0.929356E+01
  1560   0.347583E+03   0.164609E+02  -0.313142E+02   0.379734E+05   0.922706E+01
  1561   0.348105E+03   0.163324E+02  -0.314773E+02   0.378994E+05   0.916177E+01
  1562   0.348640E+03   0.162034E+02  -0.316319E+02   0.378256E+05   0.909768E+01
  1563   0.349193E+03   0.160727E+02  -0.317769E+02   0.377519E+05   0.903477E+01
  1564   0.349764E+03   0.159417E+02  -0.319133E+02   0.376784E+05   0.897306E+01
  1565   0.350352E+03   0.158083E+02  -0.320411E+02   0.376050E+05   0.891254E+01
  1566   0.350940E+03   0.156749E+02  -0.321593E+02   0.375318E+05   0.885319E+01
  1567   0.351527E+03   0.155385E+02  -0.322701E+02   0.374588E+05   0.879503E+01
  1568   0.352128E+03   0.154038E+02  -0.323718E+02   0.373859E+05   0.873803E+01
  1569   0.352748E+03   0.152671E+02  -0.324651E+02   0.373132E+05   0.868220E+01
  1570   0.353372E+03   0.151308E+02  -0.325497E+02   0.372406E+05   0.862754E+01
  1571   0.354006E+03   0.149949E+02  -0.326253E+02   0.371682E+05   0.857404E+01
  1572   0.354633E+03   0.148558E+02  -0.326933E+02   0.370959E+05   0.852169E+01
  1573   0.355268E+03   0.147174E+02  -0.327528E+02   0.370238E+05   0.847049E+01
  1574   0.355925E+03   0.145774E+02  -0.328039E+02   0.369519E+05   0.842044E+01
  1575   0.356572E+03   0.144383E+02  -0.328468E+02   0.368801E+05   0.837154E+01
  1576   0.357224E+03   0.142963E+02  -0.328814E+02   0.368085E+05   0.832377E+01
  1577   0.357878E+03   0.141554E+02  -0.329078E+02   0.367370E+05   0.827713E+01
  1578   0.358535E+03   0.140141E+02  -0.329260E+02   0.366657E+05   0.823163E+01
  1579   0.359201E+03   0.138718E+02  -0.329360E+02   0.365946E+05   0.818725E+01
  1580   0.359851E+03   0.137308E+02  -0.329379E+02   0.365236E+05   0.814399E+01
  1581   0.360501E+03   0.135889E+02  -0.329316E+02   0.364527E+05   0.810185E+01
  1582   0.361162E+03   0.134471E+02  -0.329173E+02   0.363820E+05   0.806082E+01
  1583   0.361806E+03   0.133038E+02  -0.328948E+02   0.363115E+05   0.802090E+01
  1584   0.362460E+03   0.131623E+02  -0.328645E+02   0.362411E+05   0.798208E+01
  1585   0.363094E+03   0.130210E+02  -0.328261E+02   0.361708E+05   0.794437E+01
  1586   0.363735E+03   0.128787E+02  -0.327796E+02   0.361008E+05   0.790774E+01
  1587   0.364369E+03   0.127376E+02  -0.327254E+02   0.360308E+05   0.787221E+01
  1588   0.365002E+03   0.125963E+02  -0.326632E+02   0.359610E+05   0.783777E+01
  1589   0.365616E+03   0.124557E+02  -0.325931E+02   0.358914E+05   0.780441E+01
  1590   0.366220E+03   0.123151E+02  -0.325151E+02   0.358219E+05   0.777213E+01
  1591   0.366827E+03   0.121754E+02  -0.324291E+02   0.357526E+05   0.774092E+01
  1592   0.367413E+03   0.120366E+02  -0.323352E+02   0.356834E+05   0.771078E+01
  1593   0.367991E+03   0.118982E+02  -0.322337E+02   0.356144E+05   0.768170E+01
  1594   0.368547E+03   0.117609E+02  -0.321243E+02   0.355455E+05   0.765369E+01
  1595   0.369101E+03   0.116249E+02  -0.320068E+02   0.354768E+05   0.762674E+01
  1596   0.369645E+03   0.114887E+02  -0.318816E+02   0.354082E+05   0.760083E+01
  1597   0.370162E+03   0.113540E+02  -0.317486E+02   0.353398E+05   0.757598E+01
  1598   0.370667E+03   0.112201E+02  -0.316076E+02   0.352715E+05   0.755217E+01
  1599   0.371151E+03   0.110878E+02  -0.314590E+02   0.352033E+05   0.752939E+01
  1600   0.371620E+03   0.109572E+02  -0.313025E+02   0.351354E+05   0.750766E+01
  1601   0.372066E+03   0.108277E+02  -0.311383E+02   0.350675E+05   0.748695E+01
  1602   0.372481E+03   0.106986E+02  -0.309664E+02   0.349998E+05   0.746727E+01
  1603   0.372896E+03   0.105713E+02  -0.307872E+02   0.349323E+05   0.744860E+01
  1604   0.373281E+03   0.104451E+02  -0.306011E+02   0.348649E+05   0.743094E+01
  1605   0.373650E+03   0.103208E+02  -0.304070E+02   0.347976E+05   0.741427E+01
  1606   0.373998E+03   0.101976E+02  -0.302067E+02   0.347305E+05   0.739859E+01
  1607   0.374323E+03   0.100763E+02  -0.299998E+02   0.346635E+05   0.738388E+01
  1608   0.374627E+03   0.995681E+01  -0.297851E+02   0.345967E+05   0.737015E+01
  1609   0.374923E+03   0.983704E+01  -0.295644E+02   0.345300E+05   0.735738E+01
  1610   0.375199E+03   0.971917E+01  -0.293374E+02   0.344635E+05   0.734556E+01
  1611   0.375445E+03   0.960321E+01  -0.291037E+02   0.343971E+05   0.733469E+01
  1612   0.375685E+03   0.948769E+01  -0.288644E+02   0.343308E+05   0.732474E+01
  1613   0.375890E+03   0.937410E+01  -0.286191E+02   0.342647E+05   0.731573E+01
  1614   0.376089E+03   0.926244E+01  -0.283681E+02   0.341988E+05   0.730763E+01
  1615   0.376267E+03   0.915199E+01  -0.281110E+02   0.341330E+05   0.730045E+01
  1616   0.376418E+03   0.904276E+01  -0.278482E+02   0.340673E+05   0.729416E+01
  1617   0.376555E+03   0.893548E+01  -0.275800E+02   0.340017E+05   0.728876E+01
  1618   0.376673E+03   0.882944E+01  -0.273068E+02   0.339363E+05   0.728425E+01
  1619   0.376757E+03   0.872464E+01  -0.270289E+02   0.338711E+05   0.728061E+01
  1620   0.376843E+03   0.862182E+01  -0.267460E+02   0.338060E+05   0.727783E+01
  1621   0.376903E+03   0.851952E+01  -0.264583E+02   0.337410E+05   0.727591E+01
  1622   0.376943E+03   0.841997E+01  -0.261663E+02   0.336762E+05   0.727484E+01
  1623   0.376957E+03   0.832169E+01  -0.258702E+02   0.336115E+05   0.727460E+01
  1624   0.376960E+03   0.822543E+01  -0.255690E+02   0.335469E+05   0.727520E+01
  1625   0.376945E+03   0.812973E+01  -0.252644E+02   0.334825E+05   0.727662E+01
  1626   0.376904E+03   0.803680E+01  -0.249562E+02   0.334183E+05   0.727885E+01
  1627   0.376837E+03   0.794445E+01  -0.246438E+02   0.333541E+05   0.728188E+01
  1628   0.376752E+03   0.785489E+01  -0.243284E+02   0.332901E+05   0.728571E+01
  1629   0.376650E+03   0.776666E+01  -0.240089E+02   0.332263E+05   0.729033E+01
  1630   0.376530E+03   0.768050E+01  -0.236870E+02   0.331625E+05   0.729572E+01
  1631   0.376371E+03   0.759569E+01  -0.233616E+02   0.330990E+05   0.730188E+01
  1632   0.376209E+03   0.751223E+01  -0.230339E+02   0.330355E+05   0.730881E+01
  1633   0.376023E+03   0.743161E+01  -0.227035E+02   0.329722E+05   0.731648E+01
  1634   0.375828E+03   0.735236E+01  -0.223706E+02   0.329090E+05   0.732489E+01
  1635   0.375594E+03   0.727597E+01  -0.220356E+02   0.328460E+05   0.733404E+01
  1636   0.375344E+03   0.719949E+01  -0.216982E+02   0.327831E+05   0.734392E+01
  1637   0.375070E+03   0.712662E+01  -0.213602E+02   0.327203E+05   0.735451E+01
  1638   0.374766E+03   0.705590E+01  -0.210196E+02   0.326577E+05   0.736581E+01
  1639   0.374453E+03   0.698659E+01  -0.206777E+02   0.325952E+05   0.737781E+01
  1640   0.374110E+03   0.691945E+01  -0.203354E+02   0.325329E+05   0.739049E+01
  1641   0.373737E+03   0.685447E+01  -0.199917E+02   0.324706E+05   0.740386E+01
  1642   0.373348E+03   0.679167E+01  -0.196461E+02   0.324085E+05   0.741790E+01
  1643   0.372930E+03   0.673255E+01  -0.193012E+02   0.323466E+05   0.743261E+01
  1644   0.372483E+03   0.667340E+01  -0.189574E+02   0.322848E+05   0.744797E+01
  1645   0.372013E+03   0.661720E+01  -0.186121E+02   0.322231E+05   0.746397E+01
  1646   0.371514E+03   0.656395E+01  -0.182670E+02   0.321615E+05   0.748062E+01
  1647   0.371002E+03   0.651292E+01  -0.179211E+02   0.321001E+05   0.749789E+01
  1648   0.370460E+03   0.646413E+01  -0.175777E+02   0.320388E+05   0.751579E+01
  1649   0.369890E+03   0.641832E+01  -0.172348E+02   0.319776E+05   0.753429E+01
  1650   0.369292E+03   0.637402E+01  -0.168922E+02   0.319166E+05   0.755340E+01
  1651   0.368665E+03   0.633344E+01  -0.165523E+02   0.318557E+05   0.757310E+01
  1652   0.368019E+03   0.629357E+01  -0.162123E+02   0.317949E+05   0.759339E+01
  1653   0.367340E+03   0.625729E+01  -0.158731E+02   0.317343E+05   0.761425E+01
  1654   0.366635E+03   0.622453E+01  -0.155379E+02   0.316738E+05   0.763568E+01
  1655   0.365914E+03   0.619374E+01  -0.152015E+02   0.316134E+05   0.765767E+01
  1656   0.365163E+03   0.616484E+01  -0.148678E+02   0.315531E+05   0.768022E+01
  1657   0.364374E+03   0.613850E+01  -0.145355E+02   0.314930E+05   0.770330E+01
  1658   0.363580E+03   0.611390E+01  -0.142055E+02   0.314330E+05   0.772692E+01
  1659   0.362759E+03   0.609171E+01  -0.138764E+02   0.313732E+05   0.775107E+01
  1660   0.361904E+03   0.607261E+01  -0.135490E+02   0.313134E+05   0.777574E+01
  1661   0.361039E+03   0.605503E+01  -0.132243E+02   0.312538E+05   0.780091E+01
  1662   0.360142E+03   0.604039E+01  -0.129017E+02   0.311944E+05   0.782659E+01
  1663   0.359230E+03   0.602786E+01  -0.125798E+02   0.311350E+05   0.785275E+01
  1664   0.358288E+03   0.601664E+01  -0.122602E+02   0.310758E+05   0.787941E+01
  1665   0.357333E+03   0.600814E+01  -0.119430E+02   0.310167E+05   0.790653E+01
  1666   0.356358E+03   0.600153E+01  -0.116293E+02   0.309577E+05   0.793413E+01
  1667   0.355357E+03   0.599750E+01  -0.113160E+02   0.308989E+05   0.796218E+01
  1668   0.354346E+03   0.599521E+01  -0.110064E+02   0.308401E+05   0.799068E+01
  1669   0.353310E+03   0.599535E+01  -0.106983E+02   0.307816E+05   0.801962E+01
  1670   0.352251E+03   0.599710E+01  -0.103926E+02   0.307231E+05   0.804900E+01
  1671   0.351185E+03   0.600038E+01  -0.100910E+02   0.306647E+05   0.807880E+01
  1672   0.350098E+03   0.600586E+01  -0.979127E+01   0.306065E+05   0.810902E+01
  1673   0.348983E+03   0.601272E+01  -0.949440E+01   0.305484E+05   0.813964E+01
  1674   0.347865E+03   0.602313E+01  -0.920051E+01   0.304905E+05   0.817066E+01
  1675   0.346713E+03   0.603403E+01  -0.890972E+01   0.304326E+05   0.820208E+01
  1676   0.345560E+03   0.604610E+01  -0.862216E+01   0.303749E+05   0.823387E+01
  1677   0.344391E+03   0.606149E+01  -0.833799E+01   0.303173E+05   0.826604E+01
  1678   0.343192E+03   0.607715E+01  -0.805734E+01   0.302598E+05   0.829858E+01
  1679   0.341987E+03   0.609599E+01  -0.778034E+01   0.302025E+05   0.833147E+01
  1680   0.340770E+03   0.611570E+01  -0.750639E+01   0.301452E+05   0.836471E+01
  1681   0.339541E+03   0.613621E+01  -0.723637E+01   0.300881E+05   0.839829E+01
  1682   0.338286E+03   0.615967E+01  -0.697191E+01   0.300311E+05   0.843220E+01
  1683   0.337030E+03   0.618527E+01  -0.671016E+01   0.299743E+05   0.846644E+01
  1684   0.335757E+03   0.621145E+01  -0.645350E+01   0.299175E+05   0.850099E+01
  1685   0.334477E+03   0.623962E+01  -0.620132E+01   0.298609E+05   0.853584E+01
  1686   0.333183E+03   0.626971E+01  -0.595228E+01   0.298044E+05   0.857099E+01
  1687   0.331869E+03   0.630016E+01  -0.570873E+01   0.297480E+05   0.860643E+01
  1688   0.330559E+03   0.633312E+01  -0.547082E+01   0.296917E+05   0.864216E+01
  1689   0.329222E+03   0.636777E+01  -0.523645E+01   0.296356E+05   0.867815E+01
  1690   0.327877E+03   0.640331E+01  -0.500800E+01   0.295796E+05   0.871441E+01
  1691   0.326530E+03   0.644114E+01  -0.478560E+01   0.295237E+05   0.875092E+01
  1692   0.325175E+03   0.647896E+01  -0.456790E+01   0.294679E+05   0.878768E+01
  1693   0.323807E+03   0.651893E+01  -0.435578E+01   0.294122E+05   0.882468E+01
  1694   0.322425E+03   0.656098E+01  -0.415087E+01   0.293566E+05   0.886190E+01
  1695   0.321047E+03   0.660279E+01  -0.395033E+01   0.293012E+05   0.889935E+01
  1696   0.319658E+03   0.664727E+01  -0.375727E+01   0.292459E+05   0.893701E+01
  1697   0.318252E+03   0.669212E+01  -0.357035E+01   0.291907E+05   0.897488E+01
  1698   0.316852E+03   0.673875E+01  -0.339044E+01   0.291356E+05   0.901294E+01
  1699   0.315445E+03   0.678634E+01  -0.321619E+01   0.290806E+05   0.905119E+01
  1700   0.314031E+03   0.683409E+01  -0.304997E+01   0.290258E+05   0.908962E+01
  1701   0.312604E+03   0.688487E+01  -0.289039E+01   0.289711E+05   0.912822E+01
  1702   0.311187E+03   0.693565E+01  -0.273808E+01   0.289164E+05   0.916699E+01
  1703   0.309758E+03   0.698859E+01  -0.259362E+01   0.288619E+05   0.920592E+01
  1704   0.308327E+03   0.704137E+01  -0.245537E+01   0.288075E+05   0.924503E+01
  1705   0.306893E+03   0.709616E+01  -0.232391E+01   0.287533E+05   0.928430E+01
  1706   0.305450E+03   0.714989E+01  -0.219909E+01   0.286991E+05   0.932374E+01
  1707   0.304013E+03   0.720548E+01  -0.208223E+01   0.286451E+05   0.936335E+01
  1708   0.302569E+03   0.726284E+01  -0.197094E+01   0.285911E+05   0.940312E+01
  1709   0.301125E+03   0.732116E+01  -0.186656E+01   0.285373E+05   0.944305E+01
  1710   0.299676E+03   0.738110E+01  -0.176818E+01   0.284836E+05   0.948315E+01
  1711   0.298221E+03   0.744185E+01  -0.167564E+01   0.284300E+05   0.952341E+01
  1712   0.296776E+03   0.750184E+01  -0.159027E+01   0.283765E+05   0.956384E+01
  1713   0.295321E+03   0.756323E+01  -0.151118E+01   0.283232E+05   0.960442E+01
  1714   0.293862E+03   0.762594E+01  -0.143744E+01   0.282699E+05   0.964517E+01
  1715   0.292401E+03   0.768841E+01  -0.137115E+01   0.282168E+05   0.968607E+01
  1716   0.290954E+03   0.775206E+01  -0.130991E+01   0.281637E+05   0.972713E+01
  1717   0.289498E+03   0.781605E+01  -0.125505E+01   0.281108E+05   0.976835E+01
  1718   0.288035E+03   0.788107E+01  -0.120640E+01   0.280580E+05   0.980973E+01
  1719   0.286580E+03   0.794629E+01  -0.116308E+01   0.280053E+05   0.985126E+01
  1720   0.285135E+03   0.801238E+01  -0.112640E+01   0.279527E+05   0.989295E+01
  1721   0.283684E+03   0.807926E+01  -0.109473E+01   0.279003E+05   0.993480E+01
  1722   0.282244E+03   0.814538E+01  -0.106938E+01   0.278479E+05   0.997680E+01
  1723   0.280801E+03   0.821214E+01  -0.104946E+01   0.277957E+05   0.100189E+02
  1724   0.279355E+03   0.828021E+01  -0.103556E+01   0.277435E+05   0.100613E+02
  1725   0.277914E+03   0.834729E+01  -0.102677E+01   0.276915E+05   0.101037E+02
  1726   0.276480E+03   0.841553E+01  -0.102441E+01   0.276396E+05   0.101463E+02
  1727   0.275052E+03   0.848337E+01  -0.102685E+01   0.275877E+05   0.101891E+02
  1728   0.273625E+03   0.855296E+01  -0.103542E+01   0.275360E+05   0.102320E+02
  1729   0.272214E+03   0.862200E+01  -0.104920E+01   0.274844E+05   0.102750E+02
  1730   0.270790E+03   0.869041E+01  -0.106731E+01   0.274330E+05   0.103182E+02
  1731   0.269383E+03   0.875886E+01  -0.109254E+01   0.273816E+05   0.103616E+02
  1732   0.267980E+03   0.882728E+01  -0.112178E+01   0.273303E+05   0.104051E+02
  1733   0.266588E+03   0.889632E+01  -0.115710E+01   0.272792E+05   0.104487E+02
  1734   0.265201E+03   0.896444E+01  -0.119758E+01   0.272281E+05   0.104925E+02
  1735   0.263821E+03   0.903305E+01  -0.124234E+01   0.271772E+05   0.105364E+02
  1736   0.262453E+03   0.910057E+01  -0.129418E+01   0.271263E+05   0.105805E+02
  1737   0.261094E+03   0.916916E+01  -0.134998E+01   0.270756E+05   0.106247E+02
  1738   0.259742E+03   0.923653E+01  -0.141105E+01   0.270250E+05   0.106691E+02
  1739   0.258414E+03   0.930407E+01  -0.147799E+01   0.269744E+05   0.107136E+02
  1740   0.257080E+03   0.937098E+01  -0.154990E+01   0.269240E+05   0.107582E+02
  1741   0.255779E+03   0.943718E+01  -0.162587E+01   0.268737E+05   0.108030E+02
  1742   0.254475E+03   0.950332E+01  -0.170872E+01   0.268235E+05   0.108479E+02
  1743   0.253189E+03   0.956861E+01  -0.179531E+01   0.267734E+05   0.108930E+02
  1744   0.251917E+03   0.963369E+01  -0.188773E+01   0.267234E+05   0.109382E+02
  1745   0.250657E+03   0.969702E+01  -0.198505E+01   0.266735E+05   0.109835E+02
  1746   0.249412E+03   0.976074E+01  -0.208714E+01   0.266238E+05   0.110289E+02
  1747   0.248189E+03   0.982404E+01  -0.219456E+01   0.265741E+05   0.110745E+02
  1748   0.246975E+03   0.988684E+01  -0.230717E+01   0.265245E+05   0.111203E+02
  1749   0.245777E+03   0.994758E+01  -0.242332E+01   0.264751E+05   0.111661E+02
  1750   0.244596E+03   0.100077E+02  -0.254583E+01   0.264257E+05   0.112121E+02
  1751   0.243433E+03   0.100663E+02  -0.267376E+01   0.263764E+05   0.112582E+02
  1752   0.242295E+03   0.101235E+02  -0.280467E+01   0.263273E+05   0.113045E+02
  1753   0.241175E+03   0.101791E+02  -0.294200E+01   0.262782E+05   0.113508E+02
  1754   0.240072E+03   0.102348E+02  -0.308328E+01   0.262293E+05   0.113971E+02
  1755   0.238987E+03   0.102902E+02  -0.322899E+01   0.261804E+05   0.114435E+02
  1756   0.237927E+03   0.103436E+02  -0.337888E+01   0.261317E+05   0.114899E+02
  1757   0.236876E+03   0.103960E+02  -0.353344E+01   0.260830E+05   0.115362E+02
  1758   0.235835E+03   0.104474E+02  -0.369241E+01   0.260345E+05   0.115825E+02
  1759   0.234825E+03   0.104978E+02  -0.385554E+01   0.259860E+05   0.116286E+02
  1760   0.233824E+03   0.105473E+02  -0.402183E+01   0.259377E+05   0.116747E+02
  1761   0.232841E+03   0.105958E+02  -0.419251E+01   0.258895E+05   0.117206E+02
  1762   0.231873E+03   0.106432E+02  -0.436659E+01   0.258413E+05   0.117664E+02
  1763   0.230929E+03   0.106897E+02  -0.454380E+01   0.257933E+05   0.118119E+02
  1764   0.230009E+03   0.107353E+02  -0.472539E+01   0.257454E+05   0.118572E+02
  1765   0.229089E+03   0.107796E+02  -0.490961E+01   0.256975E+05   0.119023E+02
  1766   0.228193E+03   0.108229E+02  -0.509769E+01   0.256498E+05   0.119471E+02
  1767   0.227312E+03   0.108651E+02  -0.528789E+01   0.256021E+05   0.119916E+02
  1768   0.226447E+03   0.109063E+02  -0.548144E+01   0.255546E+05   0.120357E+02
  1769   0.225605E+03   0.109463E+02  -0.567884E+01   0.255072E+05   0.120795E+02
  1770   0.224770E+03   0.109852E+02  -0.587759E+01   0.254598E+05   0.121229E+02
  1771   0.223958E+03   0.110231E+02  -0.607968E+01   0.254126E+05   0.121658E+02
  1772   0.223168E+03   0.110598E+02  -0.628485E+01   0.253654E+05   0.122083E+02
  1773   0.222378E+03   0.110953E+02  -0.649061E+01   0.253184E+05   0.122504E+02
  1774   0.221617E+03   0.111297E+02  -0.670042E+01   0.252715E+05   0.122919E+02
  1775   0.220871E+03   0.111629E+02  -0.691181E+01   0.252246E+05   0.123329E+02
  1776   0.220146E+03   0.111948E+02  -0.712451E+01   0.251779E+05   0.123734E+02
  1777   0.219421E+03   0.112258E+02  -0.734050E+01   0.251312E+05   0.124132E+02
  1778   0.218724E+03   0.112553E+02  -0.755730E+01   0.250847E+05   0.124525E+02
  1779   0.218041E+03   0.112837E+02  -0.777614E+01   0.250382E+05   0.124911E+02
  1780   0.217380E+03   0.113108E+02  -0.799603E+01   0.249918E+05   0.125290E+02
  1781   0.216739E+03   0.113366E+02  -0.821744E+01   0.249456E+05   0.125663E+02
  1782   0.216097E+03   0.113612E+02  -0.844013E+01   0.248994E+05   0.126028E+02
  1783   0.215483E+03   0.113844E+02  -0.866384E+01   0.248533E+05   0.126386E+02
  1784   0.214896E+03   0.114062E+02  -0.888757E+01   0.248074E+05   0.126736E+02
  1785   0.214316E+03   0.114268E+02  -0.911330E+01   0.247615E+05   0.127078E+02
  1786   0.213755E+03   0.114459E+02  -0.933929E+01   0.247157E+05   0.127411E+02
  1787   0.213215E+03   0.114637E+02  -0.956528E+01   0.246700E+05   0.127736E+02
  1788   0.212694E+03   0.114800E+02  -0.979324E+01   0.246244E+05   0.128052E+02
  1789   0.212186E+03   0.114948E+02  -0.100200E+02   0.245789E+05   0.128359E+02
  1790   0.211690E+03   0.115081E+02  -0.102474E+02   0.245335E+05   0.128657E+02
  1791   0.211221E+03   0.115199E+02  -0.104753E+02   0.244882E+05   0.128945E+02
  1792   0.210771E+03   0.115302E+02  -0.107020E+02   0.244430E+05   0.129222E+02
  1793   0.210325E+03   0.115389E+02  -0.109286E+02   0.243978E+05   0.129490E+02
  1794   0.209914E+03   0.115460E+02  -0.111549E+02   0.243528E+05   0.129747E+02
  1795   0.209521E+03   0.115516E+02  -0.113807E+02   0.243079E+05   0.129993E+02
  1796   0.209117E+03   0.115555E+02  -0.116049E+02   0.242630E+05   0.130228E+02
  1797   0.208769E+03   0.115576E+02  -0.118288E+02   0.242183E+05   0.130452E+02
  1798   0.208424E+03   0.115580E+02  -0.120506E+02   0.241736E+05   0.130664E+02
  1799   0.208098E+03   0.115568E+02  -0.122717E+02   0.241290E+05   0.130864E+02
  1800   0.207797E+03   0.115538E+02  -0.124916E+02   0.240846E+05   0.131052E+02
  1801   0.207521E+03   0.115489E+02  -0.127092E+02   0.240402E+05   0.131228E+02
  1802   0.207271E+03   0.115422E+02  -0.129255E+02   0.239959E+05   0.131391E+02
  1803   0.207029E+03   0.115338E+02  -0.131406E+02   0.239517E+05   0.131543E+02
  1804   0.206795E+03   0.115236E+02  -0.133530E+02   0.239076E+05   0.131683E+02
  1805   0.206584E+03   0.115118E+02  -0.135640E+02   0.238636E+05   0.131811E+02
  1806   0.206402E+03   0.114985E+02  -0.137732E+02   0.238196E+05   0.131929E+02
  1807   0.206227E+03   0.114835E+02  -0.139807E+02   0.237758E+05   0.132035E+02
  1808   0.206071E+03   0.114666E+02  -0.141861E+02   0.237320E+05   0.132131E+02
  1809   0.205935E+03   0.114482E+02  -0.143898E+02   0.236884E+05   0.132217E+02
  1810   0.205818E+03   0.114283E+02  -0.145916E+02   0.236448E+05   0.132292E+02
  1811   0.205704E+03   0.114069E+02  -0.147913E+02   0.236013E+05   0.132358E+02
  1812   0.205615E+03   0.113840E+02  -0.149892E+02   0.235580E+05   0.132415E+02
  1813   0.205543E+03   0.113596E+02  -0.151850E+02   0.235147E+05   0.132462E+02
