#    L    TT             EE             TE             PP             TP          
  1082   0.109326E+04   0.103265E+02  -0.188945E+02   0.103231E+06   0.996611E+01
  1083   0.109074E+04   0.103548E+02  -0.179748E+02   0.102992E+06   0.100871E+02
  1084   0.108818E+04   0.103887E+02  -0.170629E+02   0.102754E+06   0.102111E+02
  1085   0.108550E+04   0.104273E+02  -0.161516E+02   0.102516E+06   0.103379E+02
  1086   0.108278E+04   0.104711E+02  -0.152635E+02   0.102280E+06   0.104675E+02
  1087   0.107995E+04   0.105201E+02  -0.143617E+02   0.102044E+06   0.105999E+02
  1088   0.107702E+04   0.105719E+02  -0.134839E+02   0.101808E+06   0.107351E+02
  1089   0.107405E+04   0.106300E+02  -0.126080E+02   0.101574E+06   0.108730E+02
  1090   0.107098E+04   0.106929E+02  -0.117567E+02   0.101340E+06   0.110135E+02
  1091   0.106789E+04   0.107596E+02  -0.109005E+02   0.101106E+06   0.111567E+02
  1092   0.106477E+04   0.108307E+02  -0.100622E+02   0.100874E+06   0.113025E+02
  1093   0.106149E+04   0.109077E+02  -0.923454E+01   0.100642E+06   0.114508E+02
  1094   0.105805E+04   0.109881E+02  -0.842537E+01   0.100410E+06   0.116017E+02
  1095   0.105474E+04   0.110748E+02  -0.763500E+01   0.100180E+06   0.117550E+02
  1096   0.105127E+04   0.111639E+02  -0.684892E+01   0.999495E+05   0.119108E+02
  1097   0.104773E+04   0.112583E+02  -0.607489E+01   0.997202E+05   0.120689E+02
  1098   0.104418E+04   0.113578E+02  -0.532067E+01   0.994915E+05   0.122294E+02
  1099   0.104055E+04   0.114615E+02  -0.458660E+01   0.992635E+05   0.123923E+02
  1100   0.103686E+04   0.115700E+02  -0.386558E+01   0.990361E+05   0.125573E+02
  1101   0.103310E+04   0.116818E+02  -0.316304E+01   0.988094E+05   0.127247E+02
  1102   0.102942E+04   0.117981E+02  -0.247646E+01   0.985834E+05   0.128942E+02
  1103   0.102552E+04   0.119188E+02  -0.180843E+01   0.983579E+05   0.130659E+02
  1104   0.102165E+04   0.120445E+02  -0.115705E+01   0.981332E+05   0.132396E+02
  1105   0.101764E+04   0.121735E+02  -0.524176E+00   0.979090E+05   0.134154E+02
  1106   0.101364E+04   0.123057E+02   0.920902E-01   0.976856E+05   0.135933E+02
  1107   0.100960E+04   0.124425E+02   0.690654E+00   0.974627E+05   0.137731E+02
  1108   0.100550E+04   0.125822E+02   0.127117E+01   0.972405E+05   0.139547E+02
  1109   0.100128E+04   0.127238E+02   0.183477E+01   0.970189E+05   0.141383E+02
  1110   0.997094E+03   0.128718E+02   0.238037E+01   0.967980E+05   0.143237E+02
  1111   0.992785E+03   0.130229E+02   0.290911E+01   0.965777E+05   0.145109E+02
  1112   0.988583E+03   0.131771E+02   0.341916E+01   0.963580E+05   0.146998E+02
  1113   0.984195E+03   0.133356E+02   0.391313E+01   0.961389E+05   0.148903E+02
  1114   0.979769E+03   0.134961E+02   0.438846E+01   0.959205E+05   0.150826E+02
  1115   0.975384E+03   0.136606E+02   0.484553E+01   0.957027E+05   0.152764E+02
  1116   0.970968E+03   0.138283E+02   0.528550E+01   0.954855E+05   0.154717E+02
  1117   0.966448E+03   0.139991E+02   0.570726E+01   0.952689E+05   0.156686E+02
  1118   0.961902E+03   0.141734E+02   0.611270E+01   0.950529E+05   0.158669E+02
  1119   0.957405E+03   0.143497E+02   0.649925E+01   0.948376E+05   0.160667E+02
  1120   0.952812E+03   0.145292E+02   0.686803E+01   0.946228E+05   0.162678E+02
  1121   0.948200E+03   0.147112E+02   0.722020E+01   0.944087E+05   0.164702E+02
  1122   0.943571E+03   0.148954E+02   0.755318E+01   0.941952E+05   0.166738E+02
  1123   0.938854E+03   0.150832E+02   0.786810E+01   0.939822E+05   0.168788E+02
  1124   0.934198E+03   0.152722E+02   0.816535E+01   0.937699E+05   0.170848E+02
  1125   0.929458E+03   0.154638E+02   0.844535E+01   0.935582E+05   0.172921E+02
  1126   0.924712E+03   0.156577E+02   0.870624E+01   0.933471E+05   0.175004E+02
  1127   0.919960E+03   0.158531E+02   0.894918E+01   0.931366E+05   0.177097E+02
  1128   0.915206E+03   0.160513E+02   0.917307E+01   0.929266E+05   0.179201E+02
  1129   0.910452E+03   0.162515E+02   0.937979E+01   0.927173E+05   0.181314E+02
  1130   0.905552E+03   0.164527E+02   0.956752E+01   0.925085E+05   0.183436E+02
  1131   0.900805E+03   0.166555E+02   0.973589E+01   0.923004E+05   0.185566E+02
  1132   0.895991E+03   0.168597E+02   0.988680E+01   0.920928E+05   0.187705E+02
  1133   0.891113E+03   0.170660E+02   0.100184E+02   0.918858E+05   0.189852E+02
  1134   0.886321E+03   0.172728E+02   0.101319E+02   0.916794E+05   0.192005E+02
  1135   0.881470E+03   0.174806E+02   0.102268E+02   0.914736E+05   0.194166E+02
  1136   0.876636E+03   0.176899E+02   0.103014E+02   0.912683E+05   0.196332E+02
  1137   0.871821E+03   0.178992E+02   0.103590E+02   0.910636E+05   0.198505E+02
  1138   0.867028E+03   0.181106E+02   0.103964E+02   0.908595E+05   0.200683E+02
  1139   0.862259E+03   0.183209E+02   0.104161E+02   0.906560E+05   0.202866E+02
  1140   0.857443E+03   0.185329E+02   0.104155E+02   0.904530E+05   0.205053E+02
  1141   0.852656E+03   0.187435E+02   0.103966E+02   0.902506E+05   0.207244E+02
  1142   0.847900E+03   0.189556E+02   0.103582E+02   0.900487E+05   0.209439E+02
  1143   0.843179E+03   0.191667E+02   0.103000E+02   0.898475E+05   0.211637E+02
  1144   0.838345E+03   0.193775E+02   0.102224E+02   0.896467E+05   0.213837E+02
  1145   0.833699E+03   0.195892E+02   0.101259E+02   0.894466E+05   0.216040E+02
  1146   0.829020E+03   0.197995E+02   0.100099E+02   0.892470E+05   0.218244E+02
  1147   0.824385E+03   0.200098E+02   0.987429E+01   0.890479E+05   0.220450E+02
  1148   0.819721E+03   0.202183E+02   0.971935E+01   0.888494E+05   0.222656E+02
  1149   0.815181E+03   0.204265E+02   0.954401E+01   0.886514E+05   0.224863E+02
  1150   0.810617E+03   0.206334E+02   0.934942E+01   0.884540E+05   0.227070E+02
  1151   0.806181E+03   0.208389E+02   0.913527E+01   0.882572E+05   0.229276E+02
  1152   0.801649E+03   0.210430E+02   0.890145E+01   0.880608E+05   0.231481E+02
  1153   0.797318E+03   0.212463E+02   0.864787E+01   0.878651E+05   0.233685E+02
  1154   0.792965E+03   0.214482E+02   0.837670E+01   0.876698E+05   0.235887E+02
  1155   0.788663E+03   0.216486E+02   0.808638E+01   0.874751E+05   0.238088E+02
  1156   0.784339E+03   0.218468E+02   0.777684E+01   0.872809E+05   0.240287E+02
  1157   0.780065E+03   0.220435E+02   0.745022E+01   0.870873E+05   0.242483E+02
  1158   0.775916E+03   0.222394E+02   0.710497E+01   0.868942E+05   0.244677E+02
  1159   0.771817E+03   0.224330E+02   0.674250E+01   0.867016E+05   0.246868E+02
  1160   0.767618E+03   0.226258E+02   0.636126E+01   0.865096E+05   0.249056E+02
  1161   0.763617E+03   0.228163E+02   0.596414E+01   0.863181E+05   0.251241E+02
  1162   0.759591E+03   0.230052E+02   0.554958E+01   0.861271E+05   0.253422E+02
  1163   0.755612E+03   0.231926E+02   0.511826E+01   0.859366E+05   0.255599E+02
  1164   0.751755E+03   0.233783E+02   0.467083E+01   0.857466E+05   0.257771E+02
  1165   0.747871E+03   0.235617E+02   0.420798E+01   0.855572E+05   0.259939E+02
  1166   0.743960E+03   0.237435E+02   0.372889E+01   0.853683E+05   0.262103E+02
  1167   0.740243E+03   0.239228E+02   0.323422E+01   0.851799E+05   0.264261E+02
  1168   0.736498E+03   0.241005E+02   0.272538E+01   0.849920E+05   0.266413E+02
  1169   0.732872E+03   0.242758E+02   0.220009E+01   0.848047E+05   0.268560E+02
  1170   0.729292E+03   0.244487E+02   0.166197E+01   0.846178E+05   0.270702E+02
  1171   0.725681E+03   0.246198E+02   0.110872E+01   0.844314E+05   0.272836E+02
  1172   0.722189E+03   0.247885E+02   0.541767E+00   0.842456E+05   0.274965E+02
  1173   0.718740E+03   0.249548E+02  -0.382326E-01   0.840603E+05   0.277086E+02
  1174   0.715335E+03   0.251178E+02  -0.631719E+00   0.838754E+05   0.279201E+02
  1175   0.711972E+03   0.252783E+02  -0.123795E+01   0.836911E+05   0.281308E+02
  1176   0.708576E+03   0.254363E+02  -0.185700E+01   0.835073E+05   0.283408E+02
  1177   0.705372E+03   0.255925E+02  -0.248774E+01   0.833239E+05   0.285499E+02
  1178   0.702134E+03   0.257447E+02  -0.313019E+01   0.831411E+05   0.287582E+02
  1179   0.699086E+03   0.258959E+02  -0.378389E+01   0.829588E+05   0.289657E+02
  1180   0.696003E+03   0.260437E+02  -0.444848E+01   0.827769E+05   0.291723E+02
  1181   0.693035E+03   0.261874E+02  -0.512357E+01   0.825955E+05   0.293780E+02
  1182   0.690032E+03   0.263286E+02  -0.580880E+01   0.824147E+05   0.295828E+02
  1183   0.687143E+03   0.264664E+02  -0.650364E+01   0.822343E+05   0.297866E+02
  1184   0.684292E+03   0.266001E+02  -0.720782E+01   0.820544E+05   0.299894E+02
  1185   0.681553E+03   0.267319E+02  -0.792076E+01   0.818750E+05   0.301912E+02
  1186   0.678852E+03   0.268596E+02  -0.864221E+01   0.816961E+05   0.303920E+02
  1187   0.676263E+03   0.269838E+02  -0.937164E+01   0.815176E+05   0.305917E+02
  1188   0.673710E+03   0.271039E+02  -0.101087E+02   0.813396E+05   0.307902E+02
  1189   0.671194E+03   0.272206E+02  -0.108528E+02   0.811621E+05   0.309877E+02
  1190   0.668787E+03   0.273331E+02  -0.116035E+02   0.809851E+05   0.311840E+02
  1191   0.666417E+03   0.274421E+02  -0.123603E+02   0.808086E+05   0.313791E+02
  1192   0.664155E+03   0.275469E+02  -0.131227E+02   0.806325E+05   0.315730E+02
  1193   0.661928E+03   0.276475E+02  -0.138903E+02   0.804569E+05   0.317656E+02
  1194   0.659809E+03   0.277438E+02  -0.146623E+02   0.802818E+05   0.319570E+02
  1195   0.657799E+03   0.278359E+02  -0.154384E+02   0.801071E+05   0.321470E+02
  1196   0.655747E+03   0.279244E+02  -0.162184E+02   0.799329E+05   0.323358E+02
  1197   0.653876E+03   0.280072E+02  -0.170013E+02   0.797591E+05   0.325231E+02
  1198   0.652038E+03   0.280857E+02  -0.177879E+02   0.795859E+05   0.327091E+02
  1199   0.650305E+03   0.281591E+02  -0.185752E+02   0.794130E+05   0.328937E+02
  1200   0.648604E+03   0.282281E+02  -0.193642E+02   0.792407E+05   0.330769E+02
  1201   0.647082E+03   0.282914E+02  -0.201550E+02   0.790687E+05   0.332585E+02
  1202   0.645515E+03   0.283512E+02  -0.209457E+02   0.788973E+05   0.334387E+02
  1203   0.644122E+03   0.284055E+02  -0.217376E+02   0.787263E+05   0.336174E+02
  1204   0.642752E+03   0.284550E+02  -0.225298E+02   0.785557E+05   0.337946E+02
  1205   0.641478E+03   0.284985E+02  -0.233226E+02   0.783856E+05   0.339703E+02
  1206   0.640296E+03   0.285383E+02  -0.241151E+02   0.782160E+05   0.341444E+02
  1207   0.639279E+03   0.285730E+02  -0.249084E+02   0.780468E+05   0.343170E+02
  1208   0.638276E+03   0.286036E+02  -0.257002E+02   0.778780E+05   0.344880E+02
  1209   0.637284E+03   0.286286E+02  -0.264916E+02   0.777097E+05   0.346574E+02
  1210   0.636450E+03   0.286490E+02  -0.272831E+02   0.775418E+05   0.348252E+02
  1211   0.635621E+03   0.286656E+02  -0.280738E+02   0.773744E+05   0.349914E+02
  1212   0.634945E+03   0.286771E+02  -0.288625E+02   0.772074E+05   0.351560E+02
  1213   0.634270E+03   0.286835E+02  -0.296490E+02   0.770408E+05   0.353190E+02
  1214   0.633743E+03   0.286866E+02  -0.304346E+02   0.768747E+05   0.354803E+02
  1215   0.633286E+03   0.286841E+02  -0.312183E+02   0.767090E+05   0.356399E+02
  1216   0.632898E+03   0.286778E+02  -0.319998E+02   0.765437E+05   0.357979E+02
  1217   0.632426E+03   0.286670E+02  -0.327780E+02   0.763789E+05   0.359542E+02
  1218   0.632167E+03   0.286525E+02  -0.335543E+02   0.762145E+05   0.361088E+02
  1219   0.631894E+03   0.286324E+02  -0.343261E+02   0.760506E+05   0.362616E+02
  1220   0.631753E+03   0.286081E+02  -0.350953E+02   0.758870E+05   0.364128E+02
  1221   0.631669E+03   0.285791E+02  -0.358604E+02   0.757239E+05   0.365621E+02
  1222   0.631638E+03   0.285471E+02  -0.366223E+02   0.755612E+05   0.367098E+02
  1223   0.631657E+03   0.285105E+02  -0.373781E+02   0.753990E+05   0.368556E+02
  1224   0.631726E+03   0.284682E+02  -0.381310E+02   0.752371E+05   0.369997E+02
  1225   0.631914E+03   0.284231E+02  -0.388786E+02   0.750757E+05   0.371419E+02
  1226   0.632146E+03   0.283733E+02  -0.396198E+02   0.749147E+05   0.372824E+02
  1227   0.632494E+03   0.283195E+02  -0.403560E+02   0.747541E+05   0.374210E+02
  1228   0.632806E+03   0.282618E+02  -0.410854E+02   0.745940E+05   0.375577E+02
  1229   0.633228E+03   0.281998E+02  -0.418092E+02   0.744342E+05   0.376926E+02
  1230   0.633535E+03   0.281335E+02  -0.425248E+02   0.742749E+05   0.378257E+02
  1231   0.634022E+03   0.280638E+02  -0.432336E+02   0.741160E+05   0.379568E+02
  1232   0.634538E+03   0.279892E+02  -0.439338E+02   0.739574E+05   0.380861E+02
  1233   0.635229E+03   0.279123E+02  -0.446273E+02   0.737993E+05   0.382134E+02
  1234   0.635869E+03   0.278301E+02  -0.453109E+02   0.736416E+05   0.383389E+02
  1235   0.636828E+03   0.277451E+02  -0.459858E+02   0.734843E+05   0.384623E+02
  1236   0.637657E+03   0.276550E+02  -0.466511E+02   0.733275E+05   0.385839E+02
  1237   0.638502E+03   0.275615E+02  -0.473072E+02   0.731710E+05   0.387034E+02
  1238   0.639436E+03   0.274648E+02  -0.479531E+02   0.730149E+05   0.388210E+02
  1239   0.640381E+03   0.273635E+02  -0.485885E+02   0.728592E+05   0.389366E+02
  1240   0.641335E+03   0.272592E+02  -0.492117E+02   0.727039E+05   0.390501E+02
  1241   0.642444E+03   0.271505E+02  -0.498239E+02   0.725490E+05   0.391617E+02
  1242   0.643483E+03   0.270399E+02  -0.504227E+02   0.723946E+05   0.392712E+02
  1243   0.644598E+03   0.269237E+02  -0.510109E+02   0.722405E+05   0.393787E+02
  1244   0.645787E+03   0.268057E+02  -0.515846E+02   0.720868E+05   0.394841E+02
  1245   0.647046E+03   0.266840E+02  -0.521450E+02   0.719334E+05   0.395874E+02
  1246   0.648300E+03   0.265577E+02  -0.526903E+02   0.717805E+05   0.396886E+02
  1247   0.649545E+03   0.264287E+02  -0.532216E+02   0.716280E+05   0.397877E+02
  1248   0.650854E+03   0.262962E+02  -0.537381E+02   0.714758E+05   0.398847E+02
  1249   0.652224E+03   0.261619E+02  -0.542387E+02   0.713241E+05   0.399796E+02
  1250   0.653653E+03   0.260230E+02  -0.547232E+02   0.711727E+05   0.400723E+02
  1251   0.655063E+03   0.258802E+02  -0.551913E+02   0.710217E+05   0.401629E+02
  1252   0.656603E+03   0.257360E+02  -0.556430E+02   0.708711E+05   0.402512E+02
  1253   0.658046E+03   0.255876E+02  -0.560780E+02   0.707209E+05   0.403375E+02
  1254   0.659540E+03   0.254357E+02  -0.564967E+02   0.705710E+05   0.404215E+02
  1255   0.661083E+03   0.252822E+02  -0.568992E+02   0.704215E+05   0.405034E+02
  1256   0.662747E+03   0.251247E+02  -0.572852E+02   0.702725E+05   0.405832E+02
  1257   0.664382E+03   0.249650E+02  -0.576551E+02   0.701237E+05   0.406607E+02
  1258   0.665986E+03   0.248018E+02  -0.580089E+02   0.699754E+05   0.407361E+02
  1259   0.667632E+03   0.246365E+02  -0.583465E+02   0.698274E+05   0.408093E+02
  1260   0.669318E+03   0.244680E+02  -0.586681E+02   0.696798E+05   0.408804E+02
  1261   0.671041E+03   0.242977E+02  -0.589736E+02   0.695326E+05   0.409492E+02
  1262   0.672801E+03   0.241252E+02  -0.592631E+02   0.693857E+05   0.410159E+02
  1263   0.674595E+03   0.239498E+02  -0.595368E+02   0.692392E+05   0.410804E+02
  1264   0.676347E+03   0.237723E+02  -0.597948E+02   0.690931E+05   0.411428E+02
  1265   0.678204E+03   0.235922E+02  -0.600369E+02   0.689474E+05   0.412029E+02
  1266   0.680015E+03   0.234103E+02  -0.602631E+02   0.688020E+05   0.412609E+02
  1267   0.681854E+03   0.232253E+02  -0.604736E+02   0.686569E+05   0.413167E+02
  1268   0.683725E+03   0.230404E+02  -0.606686E+02   0.685123E+05   0.413703E+02
  1269   0.685626E+03   0.228511E+02  -0.608475E+02   0.683680E+05   0.414217E+02
  1270   0.687520E+03   0.226606E+02  -0.610116E+02   0.682240E+05   0.414709E+02
  1271   0.689441E+03   0.224690E+02  -0.611596E+02   0.680804E+05   0.415179E+02
  1272   0.691357E+03   0.222757E+02  -0.612918E+02   0.679372E+05   0.415628E+02
  1273   0.693267E+03   0.220802E+02  -0.614087E+02   0.677943E+05   0.416054E+02
  1274   0.695199E+03   0.218824E+02  -0.615098E+02   0.676518E+05   0.416459E+02
  1275   0.697135E+03   0.216842E+02  -0.615948E+02   0.675097E+05   0.416842E+02
  1276   0.699067E+03   0.214848E+02  -0.616647E+02   0.673679E+05   0.417202E+02
  1277   0.701009E+03   0.212844E+02  -0.617184E+02   0.672264E+05   0.417541E+02
  1278   0.702949E+03   0.210823E+02  -0.617571E+02   0.670853E+05   0.417858E+02
  1279   0.704895E+03   0.208788E+02  -0.617796E+02   0.669446E+05   0.418152E+02
  1280   0.706843E+03   0.206755E+02  -0.617877E+02   0.668041E+05   0.418425E+02
  1281   0.708786E+03   0.204709E+02  -0.617788E+02   0.666641E+05   0.418675E+02
  1282   0.710729E+03   0.202653E+02  -0.617548E+02   0.665244E+05   0.418904E+02
  1283   0.712662E+03   0.200594E+02  -0.617153E+02   0.663850E+05   0.419111E+02
  1284   0.714590E+03   0.198528E+02  -0.616607E+02   0.662460E+05   0.419295E+02
  1285   0.716498E+03   0.196462E+02  -0.615897E+02   0.661073E+05   0.419457E+02
  1286   0.718399E+03   0.194384E+02  -0.615036E+02   0.659690E+05   0.419597E+02
  1287   0.720290E+03   0.192309E+02  -0.614012E+02   0.658310E+05   0.419716E+02
  1288   0.722169E+03   0.190231E+02  -0.612843E+02   0.656933E+05   0.419812E+02
  1289   0.724028E+03   0.188160E+02  -0.611504E+02   0.655560E+05   0.419885E+02
  1290   0.725865E+03   0.186082E+02  -0.610019E+02   0.654190E+05   0.419937E+02
  1291   0.727684E+03   0.184012E+02  -0.608379E+02   0.652824E+05   0.419966E+02
  1292   0.729478E+03   0.181930E+02  -0.606585E+02   0.651461E+05   0.419974E+02
  1293   0.731244E+03   0.179875E+02  -0.604643E+02   0.650101E+05   0.419959E+02
  1294   0.732994E+03   0.177818E+02  -0.602518E+02   0.648744E+05   0.419922E+02
  1295   0.734706E+03   0.175768E+02  -0.600259E+02   0.647391E+05   0.419862E+02
  1296   0.736385E+03   0.173733E+02  -0.597824E+02   0.646041E+05   0.419781E+02
  1297   0.738035E+03   0.171709E+02  -0.595247E+02   0.644695E+05   0.419677E+02
  1298   0.739649E+03   0.169695E+02  -0.592510E+02   0.643351E+05   0.419551E+02
  1299   0.741217E+03   0.167693E+02  -0.589622E+02   0.642011E+05   0.419402E+02
  1300   0.742758E+03   0.165698E+02  -0.586574E+02   0.640675E+05   0.419231E+02
  1301   0.744258E+03   0.163732E+02  -0.583368E+02   0.639341E+05   0.419038E+02
  1302   0.745708E+03   0.161774E+02  -0.580003E+02   0.638011E+05   0.418823E+02
  1303   0.747116E+03   0.159832E+02  -0.576499E+02   0.636683E+05   0.418586E+02
  1304   0.748484E+03   0.157912E+02  -0.572840E+02   0.635360E+05   0.418327E+02
  1305   0.749811E+03   0.156000E+02  -0.569046E+02   0.634039E+05   0.418046E+02
  1306   0.751083E+03   0.154118E+02  -0.565093E+02   0.632721E+05   0.417744E+02
  1307   0.752330E+03   0.152245E+02  -0.560995E+02   0.631407E+05   0.417420E+02
  1308   0.753531E+03   0.150387E+02  -0.556778E+02   0.630096E+05   0.417074E+02
  1309   0.754678E+03   0.148538E+02  -0.552405E+02   0.628788E+05   0.416708E+02
  1310   0.755794E+03   0.146719E+02  -0.547910E+02   0.627483E+05   0.416321E+02
  1311   0.756858E+03   0.144916E+02  -0.543277E+02   0.626181E+05   0.415913E+02
  1312   0.757907E+03   0.143137E+02  -0.538512E+02   0.624883E+05   0.415484E+02
