#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2336   0.680868E+02  -0.172512E+01   0.307502E-06  -0.172512E+01   0.274838E+01  -0.160512E-07   0.307502E-06  -0.160512E-07   0.206011E-09
  2337   0.677921E+02  -0.174383E+01   0.306489E-06  -0.174383E+01   0.276090E+01  -0.160931E-07   0.306489E-06  -0.160931E-07   0.205692E-09
  2338   0.675028E+02  -0.176504E+01   0.305526E-06  -0.176504E+01   0.277331E+01  -0.161337E-07   0.305526E-06  -0.161337E-07   0.205373E-09
  2339   0.672116E+02  -0.178650E+01   0.304617E-06  -0.178650E+01   0.278543E+01  -0.161731E-07   0.304617E-06  -0.161731E-07   0.205056E-09
  2340   0.669262E+02  -0.180744E+01   0.303763E-06  -0.180744E+01   0.279748E+01  -0.162114E-07   0.303763E-06  -0.162114E-07   0.204738E-09
  2341   0.666617E+02  -0.183303E+01   0.302969E-06  -0.183303E+01   0.280942E+01  -0.162488E-07   0.302969E-06  -0.162488E-07   0.204422E-09
  2342   0.663809E+02  -0.185730E+01   0.302239E-06  -0.185730E+01   0.282110E+01  -0.162853E-07   0.302239E-06  -0.162853E-07   0.204106E-09
  2343   0.661065E+02  -0.188246E+01   0.301575E-06  -0.188246E+01   0.283263E+01  -0.163211E-07   0.301575E-06  -0.163211E-07   0.203790E-09
  2344   0.658386E+02  -0.190847E+01   0.300982E-06  -0.190847E+01   0.284393E+01  -0.163564E-07   0.300982E-06  -0.163564E-07   0.203476E-09
  2345   0.655774E+02  -0.193604E+01   0.300462E-06  -0.193604E+01   0.285512E+01  -0.163913E-07   0.300462E-06  -0.163913E-07   0.203162E-09
  2346   0.653230E+02  -0.196442E+01   0.300018E-06  -0.196442E+01   0.286610E+01  -0.164258E-07   0.300018E-06  -0.164258E-07   0.202848E-09
  2347   0.650756E+02  -0.199283E+01   0.299655E-06  -0.199283E+01   0.287679E+01  -0.164602E-07   0.299655E-06  -0.164602E-07   0.202535E-09
  2348   0.648206E+02  -0.202347E+01   0.299376E-06  -0.202347E+01   0.288730E+01  -0.164945E-07   0.299376E-06  -0.164945E-07   0.202223E-09
  2349   0.645878E+02  -0.205409E+01   0.299184E-06  -0.205409E+01   0.289748E+01  -0.165289E-07   0.299184E-06  -0.165289E-07   0.201912E-09
  2350   0.643329E+02  -0.208614E+01   0.299083E-06  -0.208614E+01   0.290744E+01  -0.165635E-07   0.299083E-06  -0.165635E-07   0.201601E-09
  2351   0.640857E+02  -0.211811E+01   0.299074E-06  -0.211811E+01   0.291710E+01  -0.165983E-07   0.299074E-06  -0.165983E-07   0.201291E-09
  2352   0.638537E+02  -0.215069E+01   0.299156E-06  -0.215069E+01   0.292652E+01  -0.166335E-07   0.299156E-06  -0.166335E-07   0.200981E-09
  2353   0.636220E+02  -0.218530E+01   0.299324E-06  -0.218530E+01   0.293561E+01  -0.166688E-07   0.299324E-06  -0.166688E-07   0.200672E-09
  2354   0.634054E+02  -0.222040E+01   0.299577E-06  -0.222040E+01   0.294453E+01  -0.167043E-07   0.299577E-06  -0.167043E-07   0.200364E-09
  2355   0.631817E+02  -0.225668E+01   0.299909E-06  -0.225668E+01   0.295311E+01  -0.167397E-07   0.299909E-06  -0.167397E-07   0.200056E-09
  2356   0.629657E+02  -0.229259E+01   0.300318E-06  -0.229259E+01   0.296150E+01  -0.167752E-07   0.300318E-06  -0.167752E-07   0.199749E-09
  2357   0.627500E+02  -0.232956E+01   0.300800E-06  -0.232956E+01   0.296954E+01  -0.168104E-07   0.300800E-06  -0.168104E-07   0.199442E-09
  2358   0.625420E+02  -0.236828E+01   0.301352E-06  -0.236828E+01   0.297723E+01  -0.168455E-07   0.301352E-06  -0.168455E-07   0.199137E-09
  2359   0.623342E+02  -0.240645E+01   0.301970E-06  -0.240645E+01   0.298470E+01  -0.168804E-07   0.301970E-06  -0.168804E-07   0.198831E-09
  2360   0.621341E+02  -0.244551E+01   0.302650E-06  -0.244551E+01   0.299203E+01  -0.169148E-07   0.302650E-06  -0.169148E-07   0.198527E-09
  2361   0.619416E+02  -0.248540E+01   0.303390E-06  -0.248540E+01   0.299906E+01  -0.169489E-07   0.303390E-06  -0.169489E-07   0.198223E-09
  2362   0.617494E+02  -0.252531E+01   0.304185E-06  -0.252531E+01   0.300577E+01  -0.169824E-07   0.304185E-06  -0.169824E-07   0.197919E-09
  2363   0.615575E+02  -0.256594E+01   0.305033E-06  -0.256594E+01   0.301225E+01  -0.170153E-07   0.305033E-06  -0.170153E-07   0.197616E-09
  2364   0.613731E+02  -0.260722E+01   0.305929E-06  -0.260722E+01   0.301841E+01  -0.170476E-07   0.305929E-06  -0.170476E-07   0.197314E-09
  2365   0.611964E+02  -0.264910E+01   0.306870E-06  -0.264910E+01   0.302446E+01  -0.170791E-07   0.306870E-06  -0.170791E-07   0.197013E-09
  2366   0.610125E+02  -0.269078E+01   0.307854E-06  -0.269078E+01   0.303010E+01  -0.171099E-07   0.307854E-06  -0.171099E-07   0.196712E-09
  2367   0.608436E+02  -0.273293E+01   0.308875E-06  -0.273293E+01   0.303548E+01  -0.171397E-07   0.308875E-06  -0.171397E-07   0.196411E-09
  2368   0.606749E+02  -0.277551E+01   0.309932E-06  -0.277551E+01   0.304058E+01  -0.171686E-07   0.309932E-06  -0.171686E-07   0.196112E-09
  2369   0.605063E+02  -0.281920E+01   0.311020E-06  -0.281920E+01   0.304554E+01  -0.171964E-07   0.311020E-06  -0.171964E-07   0.195812E-09
  2370   0.603380E+02  -0.286319E+01   0.312135E-06  -0.286319E+01   0.305008E+01  -0.172232E-07   0.312135E-06  -0.172232E-07   0.195514E-09
  2371   0.601846E+02  -0.290594E+01   0.313275E-06  -0.290594E+01   0.305446E+01  -0.172487E-07   0.313275E-06  -0.172487E-07   0.195216E-09
  2372   0.600314E+02  -0.294963E+01   0.314436E-06  -0.294963E+01   0.305847E+01  -0.172729E-07   0.314436E-06  -0.172729E-07   0.194919E-09
  2373   0.598709E+02  -0.299420E+01   0.315615E-06  -0.299420E+01   0.306232E+01  -0.172959E-07   0.315615E-06  -0.172959E-07   0.194622E-09
  2374   0.597254E+02  -0.303765E+01   0.316807E-06  -0.303765E+01   0.306585E+01  -0.173173E-07   0.316807E-06  -0.173173E-07   0.194326E-09
  2375   0.595726E+02  -0.308223E+01   0.318010E-06  -0.308223E+01   0.306914E+01  -0.173373E-07   0.318010E-06  -0.173373E-07   0.194030E-09
  2376   0.594348E+02  -0.312752E+01   0.319220E-06  -0.312752E+01   0.307210E+01  -0.173557E-07   0.319220E-06  -0.173557E-07   0.193735E-09
  2377   0.592896E+02  -0.317196E+01   0.320433E-06  -0.317196E+01   0.307480E+01  -0.173725E-07   0.320433E-06  -0.173725E-07   0.193441E-09
  2378   0.591594E+02  -0.321692E+01   0.321646E-06  -0.321692E+01   0.307723E+01  -0.173875E-07   0.321646E-06  -0.173875E-07   0.193147E-09
  2379   0.590219E+02  -0.326188E+01   0.322856E-06  -0.326188E+01   0.307938E+01  -0.174007E-07   0.322856E-06  -0.174007E-07   0.192854E-09
  2380   0.588993E+02  -0.330702E+01   0.324059E-06  -0.330702E+01   0.308118E+01  -0.174120E-07   0.324059E-06  -0.174120E-07   0.192561E-09
  2381   0.587768E+02  -0.335190E+01   0.325252E-06  -0.335190E+01   0.308269E+01  -0.174214E-07   0.325252E-06  -0.174214E-07   0.192269E-09
  2382   0.586543E+02  -0.339691E+01   0.326430E-06  -0.339691E+01   0.308398E+01  -0.174287E-07   0.326430E-06  -0.174287E-07   0.191978E-09
  2383   0.585320E+02  -0.344155E+01   0.327592E-06  -0.344155E+01   0.308490E+01  -0.174340E-07   0.327592E-06  -0.174340E-07   0.191687E-09
  2384   0.584170E+02  -0.348635E+01   0.328732E-06  -0.348635E+01   0.308558E+01  -0.174370E-07   0.328732E-06  -0.174370E-07   0.191397E-09
  2385   0.583022E+02  -0.353104E+01   0.329848E-06  -0.353104E+01   0.308587E+01  -0.174378E-07   0.329848E-06  -0.174378E-07   0.191107E-09
  2386   0.581948E+02  -0.357555E+01   0.330937E-06  -0.357555E+01   0.308591E+01  -0.174362E-07   0.330937E-06  -0.174362E-07   0.190818E-09
  2387   0.580874E+02  -0.361983E+01   0.331994E-06  -0.361983E+01   0.308555E+01  -0.174322E-07   0.331994E-06  -0.174322E-07   0.190529E-09
  2388   0.579800E+02  -0.366397E+01   0.333016E-06  -0.366397E+01   0.308507E+01  -0.174257E-07   0.333016E-06  -0.174257E-07   0.190241E-09
  2389   0.578801E+02  -0.370783E+01   0.334000E-06  -0.370783E+01   0.308404E+01  -0.174166E-07   0.334000E-06  -0.174166E-07   0.189954E-09
  2390   0.577876E+02  -0.375159E+01   0.334943E-06  -0.375159E+01   0.308280E+01  -0.174049E-07   0.334943E-06  -0.174049E-07   0.189667E-09
  2391   0.576877E+02  -0.379495E+01   0.335840E-06  -0.379495E+01   0.308127E+01  -0.173905E-07   0.335840E-06  -0.173905E-07   0.189381E-09
  2392   0.575952E+02  -0.383809E+01   0.336688E-06  -0.383809E+01   0.307931E+01  -0.173733E-07   0.336688E-06  -0.173733E-07   0.189095E-09
  2393   0.575176E+02  -0.388088E+01   0.337485E-06  -0.388088E+01   0.307699E+01  -0.173532E-07   0.337485E-06  -0.173532E-07   0.188810E-09
  2394   0.574250E+02  -0.392324E+01   0.338226E-06  -0.392324E+01   0.307436E+01  -0.173301E-07   0.338226E-06  -0.173301E-07   0.188525E-09
  2395   0.573473E+02  -0.396536E+01   0.338907E-06  -0.396536E+01   0.307142E+01  -0.173040E-07   0.338907E-06  -0.173040E-07   0.188241E-09
  2396   0.572695E+02  -0.400695E+01   0.339526E-06  -0.400695E+01   0.306809E+01  -0.172748E-07   0.339526E-06  -0.172748E-07   0.187958E-09
  2397   0.571991E+02  -0.404817E+01   0.340079E-06  -0.404817E+01   0.306436E+01  -0.172424E-07   0.340079E-06  -0.172424E-07   0.187675E-09
  2398   0.571212E+02  -0.408889E+01   0.340563E-06  -0.408889E+01   0.306030E+01  -0.172068E-07   0.340563E-06  -0.172068E-07   0.187393E-09
  2399   0.570655E+02  -0.412913E+01   0.340973E-06  -0.412913E+01   0.305576E+01  -0.171678E-07   0.340973E-06  -0.171678E-07   0.187111E-09
  2400   0.570023E+02  -0.416875E+01   0.341307E-06  -0.416875E+01   0.305095E+01  -0.171254E-07   0.341307E-06  -0.171254E-07   0.186830E-09
  2401   0.569390E+02  -0.420786E+01   0.341562E-06  -0.420786E+01   0.304572E+01  -0.170796E-07   0.341562E-06  -0.170796E-07   0.186549E-09
  2402   0.568903E+02  -0.424641E+01   0.341740E-06  -0.424641E+01   0.304008E+01  -0.170303E-07   0.341740E-06  -0.170303E-07   0.186269E-09
  2403   0.568339E+02  -0.428430E+01   0.341843E-06  -0.428430E+01   0.303403E+01  -0.169776E-07   0.341843E-06  -0.169776E-07   0.185990E-09
  2404   0.567843E+02  -0.432172E+01   0.341875E-06  -0.432172E+01   0.302773E+01  -0.169217E-07   0.341875E-06  -0.169217E-07   0.185711E-09
  2405   0.567341E+02  -0.435857E+01   0.341838E-06  -0.435857E+01   0.302097E+01  -0.168624E-07   0.341838E-06  -0.168624E-07   0.185432E-09
  2406   0.566980E+02  -0.439482E+01   0.341735E-06  -0.439482E+01   0.301391E+01  -0.168000E-07   0.341735E-06  -0.168000E-07   0.185154E-09
  2407   0.566535E+02  -0.443043E+01   0.341569E-06  -0.443043E+01   0.300656E+01  -0.167345E-07   0.341569E-06  -0.167345E-07   0.184877E-09
  2408   0.566154E+02  -0.446545E+01   0.341342E-06  -0.446545E+01   0.299885E+01  -0.166659E-07   0.341342E-06  -0.166659E-07   0.184600E-09
  2409   0.565761E+02  -0.449999E+01   0.341058E-06  -0.449999E+01   0.299072E+01  -0.165943E-07   0.341058E-06  -0.165943E-07   0.184324E-09
  2410   0.565502E+02  -0.453380E+01   0.340719E-06  -0.453380E+01   0.298239E+01  -0.165198E-07   0.340719E-06  -0.165198E-07   0.184048E-09
  2411   0.565229E+02  -0.456716E+01   0.340328E-06  -0.456716E+01   0.297367E+01  -0.164423E-07   0.340328E-06  -0.164423E-07   0.183773E-09
  2412   0.564866E+02  -0.459972E+01   0.339887E-06  -0.459972E+01   0.296470E+01  -0.163621E-07   0.339887E-06  -0.163621E-07   0.183498E-09
  2413   0.564633E+02  -0.463183E+01   0.339400E-06  -0.463183E+01   0.295542E+01  -0.162790E-07   0.339400E-06  -0.162790E-07   0.183224E-09
  2414   0.564381E+02  -0.466323E+01   0.338870E-06  -0.466323E+01   0.294583E+01  -0.161933E-07   0.338870E-06  -0.161933E-07   0.182951E-09
  2415   0.564183E+02  -0.469406E+01   0.338299E-06  -0.469406E+01   0.293596E+01  -0.161049E-07   0.338299E-06  -0.161049E-07   0.182678E-09
  2416   0.564037E+02  -0.472426E+01   0.337689E-06  -0.472426E+01   0.292588E+01  -0.160139E-07   0.337689E-06  -0.160139E-07   0.182405E-09
  2417   0.563868E+02  -0.475366E+01   0.337045E-06  -0.475366E+01   0.291546E+01  -0.159204E-07   0.337045E-06  -0.159204E-07   0.182133E-09
  2418   0.563749E+02  -0.478261E+01   0.336368E-06  -0.478261E+01   0.290477E+01  -0.158244E-07   0.336368E-06  -0.158244E-07   0.181862E-09
  2419   0.563604E+02  -0.481085E+01   0.335661E-06  -0.481085E+01   0.289375E+01  -0.157261E-07   0.335661E-06  -0.157261E-07   0.181591E-09
  2420   0.563505E+02  -0.483842E+01   0.334928E-06  -0.483842E+01   0.288264E+01  -0.156253E-07   0.334928E-06  -0.156253E-07   0.181321E-09
  2421   0.563377E+02  -0.486530E+01   0.334170E-06  -0.486530E+01   0.287122E+01  -0.155223E-07   0.334170E-06  -0.155223E-07   0.181051E-09
  2422   0.563368E+02  -0.489144E+01   0.333391E-06  -0.489144E+01   0.285957E+01  -0.154171E-07   0.333391E-06  -0.154171E-07   0.180782E-09
  2423   0.563253E+02  -0.491697E+01   0.332594E-06  -0.491697E+01   0.284771E+01  -0.153097E-07   0.332594E-06  -0.153097E-07   0.180513E-09
  2424   0.563179E+02  -0.494171E+01   0.331781E-06  -0.494171E+01   0.283557E+01  -0.152002E-07   0.331781E-06  -0.152002E-07   0.180245E-09
  2425   0.563219E+02  -0.496578E+01   0.330955E-06  -0.496578E+01   0.282339E+01  -0.150886E-07   0.330955E-06  -0.150886E-07   0.179977E-09
  2426   0.563148E+02  -0.498914E+01   0.330119E-06  -0.498914E+01   0.281086E+01  -0.149751E-07   0.330119E-06  -0.149751E-07   0.179710E-09
  2427   0.563115E+02  -0.501169E+01   0.329275E-06  -0.501169E+01   0.279809E+01  -0.148596E-07   0.329275E-06  -0.148596E-07   0.179443E-09
  2428   0.563192E+02  -0.503355E+01   0.328428E-06  -0.503355E+01   0.278522E+01  -0.147423E-07   0.328428E-06  -0.147423E-07   0.179177E-09
  2429   0.563154E+02  -0.505469E+01   0.327578E-06  -0.505469E+01   0.277197E+01  -0.146232E-07   0.327578E-06  -0.146232E-07   0.178912E-09
  2430   0.563223E+02  -0.507499E+01   0.326730E-06  -0.507499E+01   0.275873E+01  -0.145023E-07   0.326730E-06  -0.145023E-07   0.178646E-09
  2431   0.563175E+02  -0.509451E+01   0.325885E-06  -0.509451E+01   0.274526E+01  -0.143797E-07   0.325885E-06  -0.143797E-07   0.178382E-09
  2432   0.563306E+02  -0.511322E+01   0.325047E-06  -0.511322E+01   0.273152E+01  -0.142555E-07   0.325047E-06  -0.142555E-07   0.178118E-09
  2433   0.563242E+02  -0.513115E+01   0.324219E-06  -0.513115E+01   0.271766E+01  -0.141298E-07   0.324219E-06  -0.141298E-07   0.177854E-09
  2434   0.563354E+02  -0.514820E+01   0.323403E-06  -0.514820E+01   0.270354E+01  -0.140025E-07   0.323403E-06  -0.140025E-07   0.177591E-09
  2435   0.563418E+02  -0.516442E+01   0.322602E-06  -0.516442E+01   0.268932E+01  -0.138738E-07   0.322602E-06  -0.138738E-07   0.177329E-09
  2436   0.563506E+02  -0.517977E+01   0.321818E-06  -0.517977E+01   0.267494E+01  -0.137438E-07   0.321818E-06  -0.137438E-07   0.177067E-09
  2437   0.563617E+02  -0.519429E+01   0.321056E-06  -0.519429E+01   0.266039E+01  -0.136123E-07   0.321056E-06  -0.136123E-07   0.176805E-09
  2438   0.563675E+02  -0.520782E+01   0.320317E-06  -0.520782E+01   0.264563E+01  -0.134797E-07   0.320317E-06  -0.134797E-07   0.176545E-09
  2439   0.563753E+02  -0.522053E+01   0.319604E-06  -0.522053E+01   0.263080E+01  -0.133458E-07   0.319604E-06  -0.133458E-07   0.176284E-09
  2440   0.563924E+02  -0.523225E+01   0.318920E-06  -0.523225E+01   0.261577E+01  -0.132108E-07   0.318920E-06  -0.132108E-07   0.176024E-09
  2441   0.563965E+02  -0.524310E+01   0.318268E-06  -0.524310E+01   0.260054E+01  -0.130747E-07   0.318268E-06  -0.130747E-07   0.175765E-09
  2442   0.564095E+02  -0.525297E+01   0.317651E-06  -0.525297E+01   0.258529E+01  -0.129375E-07   0.317651E-06  -0.129375E-07   0.175506E-09
  2443   0.564166E+02  -0.526176E+01   0.317071E-06  -0.526176E+01   0.256985E+01  -0.127995E-07   0.317071E-06  -0.127995E-07   0.175247E-09
  2444   0.564250E+02  -0.526958E+01   0.316532E-06  -0.526958E+01   0.255426E+01  -0.126605E-07   0.316532E-06  -0.126605E-07   0.174990E-09
  2445   0.564345E+02  -0.527648E+01   0.316035E-06  -0.527648E+01   0.253858E+01  -0.125206E-07   0.316035E-06  -0.125206E-07   0.174732E-09
  2446   0.564451E+02  -0.528220E+01   0.315584E-06  -0.528220E+01   0.252268E+01  -0.123800E-07   0.315584E-06  -0.123800E-07   0.174475E-09
  2447   0.564566E+02  -0.528687E+01   0.315182E-06  -0.528687E+01   0.250665E+01  -0.122387E-07   0.315182E-06  -0.122387E-07   0.174219E-09
  2448   0.564614E+02  -0.529059E+01   0.314831E-06  -0.529059E+01   0.249049E+01  -0.120967E-07   0.314831E-06  -0.120967E-07   0.173963E-09
  2449   0.564743E+02  -0.529311E+01   0.314535E-06  -0.529311E+01   0.247437E+01  -0.119541E-07   0.314535E-06  -0.119541E-07   0.173708E-09
  2450   0.564802E+02  -0.529441E+01   0.314295E-06  -0.529441E+01   0.245806E+01  -0.118109E-07   0.314295E-06  -0.118109E-07   0.173453E-09
  2451   0.564864E+02  -0.529469E+01   0.314115E-06  -0.529469E+01   0.244150E+01  -0.116673E-07   0.314115E-06  -0.116673E-07   0.173198E-09
  2452   0.564854E+02  -0.529379E+01   0.313991E-06  -0.529379E+01   0.242494E+01  -0.115232E-07   0.313991E-06  -0.115232E-07   0.172944E-09
  2453   0.564994E+02  -0.529175E+01   0.313924E-06  -0.529175E+01   0.240823E+01  -0.113787E-07   0.313924E-06  -0.113787E-07   0.172691E-09
  2454   0.565060E+02  -0.528864E+01   0.313909E-06  -0.528864E+01   0.239146E+01  -0.112337E-07   0.313909E-06  -0.112337E-07   0.172438E-09
  2455   0.565124E+02  -0.528449E+01   0.313945E-06  -0.528449E+01   0.237458E+01  -0.110884E-07   0.313945E-06  -0.110884E-07   0.172186E-09
  2456   0.565186E+02  -0.527924E+01   0.314030E-06  -0.527924E+01   0.235767E+01  -0.109428E-07   0.314030E-06  -0.109428E-07   0.171934E-09
  2457   0.565244E+02  -0.527305E+01   0.314160E-06  -0.527305E+01   0.234066E+01  -0.107968E-07   0.314160E-06  -0.107968E-07   0.171682E-09
  2458   0.565223E+02  -0.526586E+01   0.314335E-06  -0.526586E+01   0.232351E+01  -0.106504E-07   0.314335E-06  -0.106504E-07   0.171431E-09
  2459   0.565345E+02  -0.525777E+01   0.314552E-06  -0.525777E+01   0.230637E+01  -0.105039E-07   0.314552E-06  -0.105039E-07   0.171181E-09
  2460   0.565386E+02  -0.524856E+01   0.314808E-06  -0.524856E+01   0.228910E+01  -0.103570E-07   0.314808E-06  -0.103570E-07   0.170931E-09
  2461   0.565344E+02  -0.523849E+01   0.315101E-06  -0.523849E+01   0.227180E+01  -0.102100E-07   0.315101E-06  -0.102100E-07   0.170681E-09
  2462   0.565441E+02  -0.522748E+01   0.315430E-06  -0.522748E+01   0.225455E+01  -0.100627E-07   0.315430E-06  -0.100627E-07   0.170432E-09
  2463   0.565453E+02  -0.521548E+01   0.315791E-06  -0.521548E+01   0.223715E+01  -0.991524E-08   0.315791E-06  -0.991524E-08   0.170184E-09
  2464   0.565454E+02  -0.520273E+01   0.316182E-06  -0.520273E+01   0.221968E+01  -0.976763E-08   0.316182E-06  -0.976763E-08   0.169936E-09
  2465   0.565516E+02  -0.518903E+01   0.316602E-06  -0.518903E+01   0.220222E+01  -0.961990E-08   0.316602E-06  -0.961990E-08   0.169688E-09
  2466   0.565490E+02  -0.517445E+01   0.317048E-06  -0.517445E+01   0.218488E+01  -0.947206E-08   0.317048E-06  -0.947206E-08   0.169441E-09
  2467   0.565449E+02  -0.515903E+01   0.317517E-06  -0.515903E+01   0.216743E+01  -0.932415E-08   0.317517E-06  -0.932415E-08   0.169195E-09
  2468   0.565391E+02  -0.514285E+01   0.318008E-06  -0.514285E+01   0.214989E+01  -0.917618E-08   0.318008E-06  -0.917618E-08   0.168949E-09
  2469   0.565316E+02  -0.512584E+01   0.318518E-06  -0.512584E+01   0.213243E+01  -0.902818E-08   0.318518E-06  -0.902818E-08   0.168703E-09
  2470   0.565223E+02  -0.510811E+01   0.319045E-06  -0.510811E+01   0.211499E+01  -0.888018E-08   0.319045E-06  -0.888018E-08   0.168458E-09
  2471   0.565184E+02  -0.508952E+01   0.319587E-06  -0.508952E+01   0.209749E+01  -0.873221E-08   0.319587E-06  -0.873221E-08   0.168213E-09
  2472   0.565124E+02  -0.507016E+01   0.320141E-06  -0.507016E+01   0.208004E+01  -0.858428E-08   0.320141E-06  -0.858428E-08   0.167969E-09
  2473   0.565042E+02  -0.504997E+01   0.320705E-06  -0.504997E+01   0.206264E+01  -0.843643E-08   0.320705E-06  -0.843643E-08   0.167725E-09
  2474   0.564936E+02  -0.502912E+01   0.321277E-06  -0.502912E+01   0.204531E+01  -0.828867E-08   0.321277E-06  -0.828867E-08   0.167482E-09
  2475   0.564807E+02  -0.500755E+01   0.321855E-06  -0.500755E+01   0.202799E+01  -0.814104E-08   0.321855E-06  -0.814104E-08   0.167239E-09
  2476   0.564726E+02  -0.498535E+01   0.322436E-06  -0.498535E+01   0.201069E+01  -0.799356E-08   0.322436E-06  -0.799356E-08   0.166997E-09
