#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3222   0.810745E+01  -0.223523E+00   0.136093E-06  -0.223523E+00   0.309936E+00   0.237247E-08   0.136093E-06   0.237247E-08   0.950962E-10
  3223   0.807015E+01  -0.223884E+00   0.135862E-06  -0.223884E+00   0.310523E+00   0.237496E-08   0.135862E-06   0.237496E-08   0.950051E-10
  3224   0.803288E+01  -0.224350E+00   0.135632E-06  -0.224350E+00   0.311100E+00   0.237715E-08   0.135632E-06   0.237715E-08   0.949140E-10
  3225   0.799638E+01  -0.224924E+00   0.135403E-06  -0.224924E+00   0.311664E+00   0.237906E-08   0.135403E-06   0.237906E-08   0.948231E-10
  3226   0.796067E+01  -0.225531E+00   0.135175E-06  -0.225531E+00   0.312230E+00   0.238067E-08   0.135175E-06   0.238067E-08   0.947323E-10
  3227   0.792428E+01  -0.226245E+00   0.134949E-06  -0.226245E+00   0.312790E+00   0.238199E-08   0.134949E-06   0.238199E-08   0.946416E-10
  3228   0.788870E+01  -0.227067E+00   0.134724E-06  -0.227067E+00   0.313342E+00   0.238303E-08   0.134724E-06   0.238303E-08   0.945510E-10
  3229   0.785321E+01  -0.227923E+00   0.134500E-06  -0.227923E+00   0.313884E+00   0.238378E-08   0.134500E-06   0.238378E-08   0.944605E-10
  3230   0.781930E+01  -0.228813E+00   0.134278E-06  -0.228813E+00   0.314410E+00   0.238424E-08   0.134278E-06   0.238424E-08   0.943701E-10
  3231   0.778402E+01  -0.229812E+00   0.134057E-06  -0.229812E+00   0.314939E+00   0.238443E-08   0.134057E-06   0.238443E-08   0.942798E-10
  3232   0.775035E+01  -0.230921E+00   0.133837E-06  -0.230921E+00   0.315456E+00   0.238433E-08   0.133837E-06   0.238433E-08   0.941896E-10
  3233   0.771607E+01  -0.232065E+00   0.133619E-06  -0.232065E+00   0.315959E+00   0.238394E-08   0.133619E-06   0.238394E-08   0.940996E-10
  3234   0.768119E+01  -0.233319E+00   0.133402E-06  -0.233319E+00   0.316449E+00   0.238329E-08   0.133402E-06   0.238329E-08   0.940096E-10
  3235   0.764797E+01  -0.234534E+00   0.133186E-06  -0.234534E+00   0.316922E+00   0.238235E-08   0.133186E-06   0.238235E-08   0.939197E-10
  3236   0.761714E+01  -0.235935E+00   0.132972E-06  -0.235935E+00   0.317395E+00   0.238114E-08   0.132972E-06   0.238114E-08   0.938300E-10
  3237   0.758502E+01  -0.237373E+00   0.132759E-06  -0.237373E+00   0.317849E+00   0.237965E-08   0.132759E-06   0.237965E-08   0.937403E-10
  3238   0.755235E+01  -0.238848E+00   0.132548E-06  -0.238848E+00   0.318292E+00   0.237789E-08   0.132548E-06   0.237789E-08   0.936508E-10
  3239   0.752064E+01  -0.240361E+00   0.132338E-06  -0.240361E+00   0.318723E+00   0.237586E-08   0.132338E-06   0.237586E-08   0.935614E-10
  3240   0.748915E+01  -0.241911E+00   0.132129E-06  -0.241911E+00   0.319140E+00   0.237356E-08   0.132129E-06   0.237356E-08   0.934720E-10
  3241   0.745865E+01  -0.243648E+00   0.131922E-06  -0.243648E+00   0.319543E+00   0.237099E-08   0.131922E-06   0.237099E-08   0.933828E-10
  3242   0.742765E+01  -0.245424E+00   0.131716E-06  -0.245424E+00   0.319923E+00   0.236816E-08   0.131716E-06   0.236816E-08   0.932937E-10
  3243   0.739766E+01  -0.247239E+00   0.131512E-06  -0.247239E+00   0.320300E+00   0.236505E-08   0.131512E-06   0.236505E-08   0.932046E-10
  3244   0.736720E+01  -0.249093E+00   0.131309E-06  -0.249093E+00   0.320653E+00   0.236169E-08   0.131309E-06   0.236169E-08   0.931157E-10
  3245   0.733926E+01  -0.251061E+00   0.131107E-06  -0.251061E+00   0.321001E+00   0.235806E-08   0.131107E-06   0.235806E-08   0.930269E-10
  3246   0.731088E+01  -0.252995E+00   0.130907E-06  -0.252995E+00   0.321322E+00   0.235418E-08   0.130907E-06   0.235418E-08   0.929382E-10
  3247   0.728132E+01  -0.255118E+00   0.130709E-06  -0.255118E+00   0.321629E+00   0.235003E-08   0.130709E-06   0.235003E-08   0.928496E-10
  3248   0.725358E+01  -0.257207E+00   0.130512E-06  -0.257207E+00   0.321914E+00   0.234563E-08   0.130512E-06   0.234563E-08   0.927611E-10
  3249   0.722321E+01  -0.259412E+00   0.130316E-06  -0.259412E+00   0.322191E+00   0.234097E-08   0.130316E-06   0.234097E-08   0.926727E-10
  3250   0.719542E+01  -0.261658E+00   0.130122E-06  -0.261658E+00   0.322436E+00   0.233605E-08   0.130122E-06   0.233605E-08   0.925844E-10
  3251   0.716873E+01  -0.263945E+00   0.129930E-06  -0.263945E+00   0.322678E+00   0.233088E-08   0.129930E-06   0.233088E-08   0.924962E-10
  3252   0.714167E+01  -0.266272E+00   0.129738E-06  -0.266272E+00   0.322893E+00   0.232546E-08   0.129738E-06   0.232546E-08   0.924081E-10
  3253   0.711498E+01  -0.268709E+00   0.129549E-06  -0.268709E+00   0.323089E+00   0.231980E-08   0.129549E-06   0.231980E-08   0.923201E-10
  3254   0.708941E+01  -0.271180E+00   0.129361E-06  -0.271180E+00   0.323264E+00   0.231388E-08   0.129361E-06   0.231388E-08   0.922322E-10
  3255   0.706348E+01  -0.273756E+00   0.129174E-06  -0.273756E+00   0.323425E+00   0.230772E-08   0.129174E-06   0.230772E-08   0.921444E-10
  3256   0.703868E+01  -0.276286E+00   0.128989E-06  -0.276286E+00   0.323571E+00   0.230132E-08   0.128989E-06   0.230132E-08   0.920567E-10
  3257   0.701426E+01  -0.278841E+00   0.128805E-06  -0.278841E+00   0.323694E+00   0.229468E-08   0.128805E-06   0.229468E-08   0.919691E-10
  3258   0.698950E+01  -0.281493E+00   0.128623E-06  -0.281493E+00   0.323793E+00   0.228780E-08   0.128623E-06   0.228780E-08   0.918817E-10
  3259   0.696512E+01  -0.284165E+00   0.128442E-06  -0.284165E+00   0.323882E+00   0.228068E-08   0.128442E-06   0.228068E-08   0.917943E-10
  3260   0.694115E+01  -0.286929E+00   0.128263E-06  -0.286929E+00   0.323945E+00   0.227333E-08   0.128263E-06   0.227333E-08   0.917070E-10
  3261   0.691833E+01  -0.289632E+00   0.128085E-06  -0.289632E+00   0.323990E+00   0.226575E-08   0.128085E-06   0.226575E-08   0.916198E-10
  3262   0.689516E+01  -0.292422E+00   0.127909E-06  -0.292422E+00   0.324014E+00   0.225794E-08   0.127909E-06   0.225794E-08   0.915328E-10
  3263   0.687241E+01  -0.295220E+00   0.127734E-06  -0.295220E+00   0.324025E+00   0.224990E-08   0.127734E-06   0.224990E-08   0.914458E-10
  3264   0.685008E+01  -0.298025E+00   0.127561E-06  -0.298025E+00   0.324000E+00   0.224163E-08   0.127561E-06   0.224163E-08   0.913589E-10
  3265   0.682816E+01  -0.300833E+00   0.127389E-06  -0.300833E+00   0.323966E+00   0.223315E-08   0.127389E-06   0.223315E-08   0.912721E-10
  3266   0.680666E+01  -0.303716E+00   0.127218E-06  -0.303716E+00   0.323910E+00   0.222444E-08   0.127218E-06   0.222444E-08   0.911855E-10
  3267   0.678559E+01  -0.306597E+00   0.127049E-06  -0.306597E+00   0.323829E+00   0.221551E-08   0.127049E-06   0.221551E-08   0.910989E-10
  3268   0.676421E+01  -0.309473E+00   0.126882E-06  -0.309473E+00   0.323738E+00   0.220636E-08   0.126882E-06   0.220636E-08   0.910124E-10
  3269   0.674400E+01  -0.312416E+00   0.126716E-06  -0.312416E+00   0.323614E+00   0.219700E-08   0.126716E-06   0.219700E-08   0.909261E-10
  3270   0.672349E+01  -0.315348E+00   0.126551E-06  -0.315348E+00   0.323478E+00   0.218743E-08   0.126551E-06   0.218743E-08   0.908398E-10
  3271   0.670342E+01  -0.318268E+00   0.126388E-06  -0.318268E+00   0.323322E+00   0.217765E-08   0.126388E-06   0.217765E-08   0.907536E-10
  3272   0.668305E+01  -0.321098E+00   0.126226E-06  -0.321098E+00   0.323152E+00   0.216766E-08   0.126226E-06   0.216766E-08   0.906676E-10
  3273   0.666462E+01  -0.324057E+00   0.126066E-06  -0.324057E+00   0.322953E+00   0.215746E-08   0.126066E-06   0.215746E-08   0.905816E-10
  3274   0.664515E+01  -0.326921E+00   0.125907E-06  -0.326921E+00   0.322732E+00   0.214706E-08   0.125907E-06   0.214706E-08   0.904957E-10
  3275   0.662614E+01  -0.329835E+00   0.125750E-06  -0.329835E+00   0.322494E+00   0.213645E-08   0.125750E-06   0.213645E-08   0.904100E-10
  3276   0.660833E+01  -0.332797E+00   0.125594E-06  -0.332797E+00   0.322232E+00   0.212565E-08   0.125594E-06   0.212565E-08   0.903243E-10
  3277   0.659025E+01  -0.335730E+00   0.125440E-06  -0.335730E+00   0.321959E+00   0.211465E-08   0.125440E-06   0.211465E-08   0.902387E-10
  3278   0.657189E+01  -0.338630E+00   0.125287E-06  -0.338630E+00   0.321661E+00   0.210345E-08   0.125287E-06   0.210345E-08   0.901532E-10
  3279   0.655400E+01  -0.341495E+00   0.125135E-06  -0.341495E+00   0.321335E+00   0.209207E-08   0.125135E-06   0.209207E-08   0.900679E-10
  3280   0.653733E+01  -0.344397E+00   0.124985E-06  -0.344397E+00   0.320989E+00   0.208048E-08   0.124985E-06   0.208048E-08   0.899826E-10
  3281   0.651966E+01  -0.347332E+00   0.124836E-06  -0.347332E+00   0.320614E+00   0.206871E-08   0.124836E-06   0.206871E-08   0.898974E-10
  3282   0.650321E+01  -0.350150E+00   0.124689E-06  -0.350150E+00   0.320233E+00   0.205676E-08   0.124689E-06   0.205676E-08   0.898123E-10
  3283   0.648650E+01  -0.353071E+00   0.124543E-06  -0.353071E+00   0.319821E+00   0.204462E-08   0.124543E-06   0.204462E-08   0.897274E-10
  3284   0.647103E+01  -0.355943E+00   0.124399E-06  -0.355943E+00   0.319392E+00   0.203229E-08   0.124399E-06   0.203229E-08   0.896425E-10
  3285   0.645457E+01  -0.358764E+00   0.124255E-06  -0.358764E+00   0.318939E+00   0.201979E-08   0.124255E-06   0.201979E-08   0.895577E-10
  3286   0.643935E+01  -0.361456E+00   0.124114E-06  -0.361456E+00   0.318461E+00   0.200710E-08   0.124114E-06   0.200710E-08   0.894730E-10
  3287   0.642388E+01  -0.364314E+00   0.123974E-06  -0.364314E+00   0.317956E+00   0.199424E-08   0.123974E-06   0.199424E-08   0.893884E-10
  3288   0.640893E+01  -0.367038E+00   0.123835E-06  -0.367038E+00   0.317446E+00   0.198121E-08   0.123835E-06   0.198121E-08   0.893040E-10
  3289   0.639448E+01  -0.369774E+00   0.123698E-06  -0.369774E+00   0.316901E+00   0.196800E-08   0.123698E-06   0.196800E-08   0.892196E-10
  3290   0.637981E+01  -0.372445E+00   0.123562E-06  -0.372445E+00   0.316335E+00   0.195463E-08   0.123562E-06   0.195463E-08   0.891353E-10
  3291   0.636640E+01  -0.375196E+00   0.123427E-06  -0.375196E+00   0.315754E+00   0.194109E-08   0.123427E-06   0.194109E-08   0.890511E-10
  3292   0.635202E+01  -0.377803E+00   0.123294E-06  -0.377803E+00   0.315149E+00   0.192738E-08   0.123294E-06   0.192738E-08   0.889670E-10
  3293   0.633816E+01  -0.380410E+00   0.123162E-06  -0.380410E+00   0.314514E+00   0.191350E-08   0.123162E-06   0.191350E-08   0.888830E-10
  3294   0.632558E+01  -0.383016E+00   0.123032E-06  -0.383016E+00   0.313861E+00   0.189947E-08   0.123032E-06   0.189947E-08   0.887991E-10
  3295   0.631279E+01  -0.385543E+00   0.122903E-06  -0.385543E+00   0.313189E+00   0.188528E-08   0.122903E-06   0.188528E-08   0.887153E-10
  3296   0.629980E+01  -0.388062E+00   0.122776E-06  -0.388062E+00   0.312477E+00   0.187093E-08   0.122776E-06   0.187093E-08   0.886316E-10
  3297   0.628660E+01  -0.390646E+00   0.122650E-06  -0.390646E+00   0.311759E+00   0.185642E-08   0.122650E-06   0.185642E-08   0.885480E-10
  3298   0.627469E+01  -0.393068E+00   0.122525E-06  -0.393068E+00   0.311006E+00   0.184176E-08   0.122525E-06   0.184176E-08   0.884644E-10
  3299   0.626258E+01  -0.395550E+00   0.122402E-06  -0.395550E+00   0.310231E+00   0.182696E-08   0.122402E-06   0.182696E-08   0.883810E-10
  3300   0.625028E+01  -0.397938E+00   0.122280E-06  -0.397938E+00   0.309426E+00   0.181200E-08   0.122280E-06   0.181200E-08   0.882977E-10
  3301   0.623854E+01  -0.400305E+00   0.122159E-06  -0.400305E+00   0.308613E+00   0.179690E-08   0.122159E-06   0.179690E-08   0.882145E-10
  3302   0.622735E+01  -0.402649E+00   0.122040E-06  -0.402649E+00   0.307761E+00   0.178165E-08   0.122040E-06   0.178165E-08   0.881313E-10
  3303   0.621744E+01  -0.404892E+00   0.121922E-06  -0.404892E+00   0.306902E+00   0.176626E-08   0.121922E-06   0.176626E-08   0.880483E-10
  3304   0.620733E+01  -0.407180E+00   0.121806E-06  -0.407180E+00   0.305996E+00   0.175074E-08   0.121806E-06   0.175074E-08   0.879654E-10
  3305   0.619701E+01  -0.409361E+00   0.121691E-06  -0.409361E+00   0.305082E+00   0.173507E-08   0.121691E-06   0.173507E-08   0.878825E-10
  3306   0.618722E+01  -0.411508E+00   0.121577E-06  -0.411508E+00   0.304153E+00   0.171928E-08   0.121577E-06   0.171928E-08   0.877998E-10
  3307   0.617646E+01  -0.413543E+00   0.121465E-06  -0.413543E+00   0.303185E+00   0.170336E-08   0.121465E-06   0.170336E-08   0.877171E-10
  3308   0.616696E+01  -0.415686E+00   0.121354E-06  -0.415686E+00   0.302209E+00   0.168731E-08   0.121354E-06   0.168731E-08   0.876345E-10
  3309   0.615649E+01  -0.417712E+00   0.121244E-06  -0.417712E+00   0.301217E+00   0.167113E-08   0.121244E-06   0.167113E-08   0.875521E-10
  3310   0.614726E+01  -0.419692E+00   0.121136E-06  -0.419692E+00   0.300201E+00   0.165484E-08   0.121136E-06   0.165484E-08   0.874697E-10
  3311   0.613854E+01  -0.421549E+00   0.121029E-06  -0.421549E+00   0.299163E+00   0.163842E-08   0.121029E-06   0.163842E-08   0.873874E-10
  3312   0.612956E+01  -0.423503E+00   0.120923E-06  -0.423503E+00   0.298108E+00   0.162189E-08   0.120923E-06   0.162189E-08   0.873053E-10
  3313   0.612107E+01  -0.425329E+00   0.120819E-06  -0.425329E+00   0.297038E+00   0.160525E-08   0.120819E-06   0.160525E-08   0.872232E-10
  3314   0.611232E+01  -0.427099E+00   0.120716E-06  -0.427099E+00   0.295951E+00   0.158849E-08   0.120716E-06   0.158849E-08   0.871412E-10
  3315   0.610404E+01  -0.428883E+00   0.120614E-06  -0.428883E+00   0.294842E+00   0.157163E-08   0.120614E-06   0.157163E-08   0.870593E-10
  3316   0.609550E+01  -0.430530E+00   0.120514E-06  -0.430530E+00   0.293724E+00   0.155466E-08   0.120514E-06   0.155466E-08   0.869775E-10
  3317   0.608741E+01  -0.432187E+00   0.120414E-06  -0.432187E+00   0.292583E+00   0.153760E-08   0.120414E-06   0.153760E-08   0.868958E-10
  3318   0.607904E+01  -0.433701E+00   0.120316E-06  -0.433701E+00   0.291433E+00   0.152043E-08   0.120316E-06   0.152043E-08   0.868142E-10
  3319   0.607187E+01  -0.435219E+00   0.120220E-06  -0.435219E+00   0.290275E+00   0.150316E-08   0.120220E-06   0.150316E-08   0.867326E-10
  3320   0.606366E+01  -0.436738E+00   0.120124E-06  -0.436738E+00   0.289094E+00   0.148581E-08   0.120124E-06   0.148581E-08   0.866512E-10
  3321   0.605664E+01  -0.438181E+00   0.120030E-06  -0.438181E+00   0.287897E+00   0.146836E-08   0.120030E-06   0.146836E-08   0.865699E-10
  3322   0.604856E+01  -0.439545E+00   0.119937E-06  -0.439545E+00   0.286691E+00   0.145082E-08   0.119937E-06   0.145082E-08   0.864886E-10
  3323   0.604092E+01  -0.440828E+00   0.119846E-06  -0.440828E+00   0.285455E+00   0.143320E-08   0.119846E-06   0.143320E-08   0.864075E-10
  3324   0.603444E+01  -0.442175E+00   0.119755E-06  -0.442175E+00   0.284225E+00   0.141549E-08   0.119755E-06   0.141549E-08   0.863264E-10
  3325   0.602690E+01  -0.443360E+00   0.119666E-06  -0.443360E+00   0.282980E+00   0.139770E-08   0.119666E-06   0.139770E-08   0.862455E-10
  3326   0.602051E+01  -0.444530E+00   0.119578E-06  -0.444530E+00   0.281718E+00   0.137984E-08   0.119578E-06   0.137984E-08   0.861646E-10
  3327   0.601304E+01  -0.445608E+00   0.119491E-06  -0.445608E+00   0.280456E+00   0.136190E-08   0.119491E-06   0.136190E-08   0.860838E-10
  3328   0.600598E+01  -0.446664E+00   0.119406E-06  -0.446664E+00   0.279178E+00   0.134390E-08   0.119406E-06   0.134390E-08   0.860031E-10
  3329   0.599931E+01  -0.447696E+00   0.119321E-06  -0.447696E+00   0.277884E+00   0.132582E-08   0.119321E-06   0.132582E-08   0.859225E-10
  3330   0.599303E+01  -0.448554E+00   0.119238E-06  -0.448554E+00   0.276581E+00   0.130767E-08   0.119238E-06   0.130767E-08   0.858420E-10
  3331   0.598565E+01  -0.449389E+00   0.119156E-06  -0.449389E+00   0.275271E+00   0.128947E-08   0.119156E-06   0.128947E-08   0.857616E-10
  3332   0.598013E+01  -0.450163E+00   0.119075E-06  -0.450163E+00   0.273951E+00   0.127120E-08   0.119075E-06   0.127120E-08   0.856813E-10
  3333   0.597351E+01  -0.450909E+00   0.118996E-06  -0.450909E+00   0.272624E+00   0.125287E-08   0.118996E-06   0.125287E-08   0.856011E-10
  3334   0.596725E+01  -0.451640E+00   0.118917E-06  -0.451640E+00   0.271281E+00   0.123449E-08   0.118917E-06   0.123449E-08   0.855210E-10
  3335   0.596061E+01  -0.452286E+00   0.118840E-06  -0.452286E+00   0.269929E+00   0.121606E-08   0.118840E-06   0.121606E-08   0.854409E-10
  3336   0.595432E+01  -0.452815E+00   0.118764E-06  -0.452815E+00   0.268569E+00   0.119758E-08   0.118764E-06   0.119758E-08   0.853610E-10
  3337   0.594839E+01  -0.453320E+00   0.118688E-06  -0.453320E+00   0.267208E+00   0.117905E-08   0.118688E-06   0.117905E-08   0.852811E-10
  3338   0.594131E+01  -0.453776E+00   0.118615E-06  -0.453776E+00   0.265831E+00   0.116048E-08   0.118615E-06   0.116048E-08   0.852014E-10
  3339   0.593606E+01  -0.454159E+00   0.118542E-06  -0.454159E+00   0.264446E+00   0.114186E-08   0.118542E-06   0.114186E-08   0.851217E-10
  3340   0.592965E+01  -0.454466E+00   0.118470E-06  -0.454466E+00   0.263052E+00   0.112321E-08   0.118470E-06   0.112321E-08   0.850421E-10
  3341   0.592283E+01  -0.454723E+00   0.118400E-06  -0.454723E+00   0.261665E+00   0.110452E-08   0.118400E-06   0.110452E-08   0.849626E-10
  3342   0.591708E+01  -0.454905E+00   0.118330E-06  -0.454905E+00   0.260255E+00   0.108580E-08   0.118330E-06   0.108580E-08   0.848832E-10
  3343   0.591090E+01  -0.455018E+00   0.118262E-06  -0.455018E+00   0.258843E+00   0.106705E-08   0.118262E-06   0.106705E-08   0.848039E-10
  3344   0.590503E+01  -0.455074E+00   0.118195E-06  -0.455074E+00   0.257424E+00   0.104827E-08   0.118195E-06   0.104827E-08   0.847247E-10
  3345   0.589872E+01  -0.455054E+00   0.118128E-06  -0.455054E+00   0.255996E+00   0.102947E-08   0.118128E-06   0.102947E-08   0.846456E-10
  3346   0.589345E+01  -0.454970E+00   0.118063E-06  -0.454970E+00   0.254552E+00   0.101065E-08   0.118063E-06   0.101065E-08   0.845665E-10
  3347   0.588773E+01  -0.454806E+00   0.117999E-06  -0.454806E+00   0.253115E+00   0.991803E-09   0.117999E-06   0.991803E-09   0.844876E-10
  3348   0.588008E+01  -0.454581E+00   0.117936E-06  -0.454581E+00   0.251662E+00   0.972943E-09   0.117936E-06   0.972943E-09   0.844087E-10
  3349   0.587419E+01  -0.454292E+00   0.117875E-06  -0.454292E+00   0.250208E+00   0.954070E-09   0.117875E-06   0.954070E-09   0.843299E-10
  3350   0.586857E+01  -0.453928E+00   0.117814E-06  -0.453928E+00   0.248753E+00   0.935186E-09   0.117814E-06   0.935186E-09   0.842513E-10
  3351   0.586323E+01  -0.453488E+00   0.117754E-06  -0.453488E+00   0.247283E+00   0.916294E-09   0.117754E-06   0.916294E-09   0.841727E-10
  3352   0.585666E+01  -0.452986E+00   0.117695E-06  -0.452986E+00   0.245812E+00   0.897397E-09   0.117695E-06   0.897397E-09   0.840942E-10
  3353   0.585035E+01  -0.452419E+00   0.117637E-06  -0.452419E+00   0.244356E+00   0.878495E-09   0.117637E-06   0.878495E-09   0.840158E-10
  3354   0.584428E+01  -0.451782E+00   0.117581E-06  -0.451782E+00   0.242872E+00   0.859593E-09   0.117581E-06   0.859593E-09   0.839374E-10
  3355   0.583771E+01  -0.451073E+00   0.117525E-06  -0.451073E+00   0.241381E+00   0.840691E-09   0.117525E-06   0.840691E-09   0.838592E-10
  3356   0.583211E+01  -0.450305E+00   0.117470E-06  -0.450305E+00   0.239878E+00   0.821793E-09   0.117470E-06   0.821793E-09   0.837811E-10
  3357   0.582524E+01  -0.449465E+00   0.117417E-06  -0.449465E+00   0.238385E+00   0.802900E-09   0.117417E-06   0.802900E-09   0.837030E-10
  3358   0.581933E+01  -0.448573E+00   0.117364E-06  -0.448573E+00   0.236887E+00   0.784014E-09   0.117364E-06   0.784014E-09   0.836250E-10
  3359   0.581363E+01  -0.447621E+00   0.117312E-06  -0.447621E+00   0.235386E+00   0.765138E-09   0.117312E-06   0.765138E-09   0.835472E-10
  3360   0.580813E+01  -0.446602E+00   0.117261E-06  -0.446602E+00   0.233897E+00   0.746274E-09   0.117261E-06   0.746274E-09   0.834694E-10
  3361   0.580207E+01  -0.445544E+00   0.117211E-06  -0.445544E+00   0.232391E+00   0.727423E-09   0.117211E-06   0.727423E-09   0.833917E-10
  3362   0.579545E+01  -0.444410E+00   0.117162E-06  -0.444410E+00   0.230897E+00   0.708590E-09   0.117162E-06   0.708590E-09   0.833141E-10
  3363   0.578900E+01  -0.443228E+00   0.117114E-06  -0.443228E+00   0.229403E+00   0.689774E-09   0.117114E-06   0.689774E-09   0.832365E-10
  3364   0.578346E+01  -0.441991E+00   0.117067E-06  -0.441991E+00   0.227900E+00   0.670980E-09   0.117067E-06   0.670980E-09   0.831591E-10
  3365   0.577660E+01  -0.440706E+00   0.117020E-06  -0.440706E+00   0.226412E+00   0.652208E-09   0.117020E-06   0.652208E-09   0.830818E-10
  3366   0.576988E+01  -0.439364E+00   0.116975E-06  -0.439364E+00   0.224917E+00   0.633462E-09   0.116975E-06   0.633462E-09   0.830045E-10
  3367   0.576404E+01  -0.437964E+00   0.116930E-06  -0.437964E+00   0.223438E+00   0.614742E-09   0.116930E-06   0.614742E-09   0.829273E-10
  3368   0.575759E+01  -0.436522E+00   0.116887E-06  -0.436522E+00   0.221946E+00   0.596053E-09   0.116887E-06   0.596053E-09   0.828503E-10
  3369   0.575127E+01  -0.435036E+00   0.116844E-06  -0.435036E+00   0.220464E+00   0.577395E-09   0.116844E-06   0.577395E-09   0.827733E-10
  3370   0.574358E+01  -0.433499E+00   0.116802E-06  -0.433499E+00   0.218985E+00   0.558771E-09   0.116802E-06   0.558771E-09   0.826964E-10
  3371   0.573748E+01  -0.431909E+00   0.116760E-06  -0.431909E+00   0.217509E+00   0.540183E-09   0.116760E-06   0.540183E-09   0.826195E-10
  3372   0.573000E+01  -0.430274E+00   0.116720E-06  -0.430274E+00   0.216045E+00   0.521633E-09   0.116720E-06   0.521633E-09   0.825428E-10
  3373   0.572335E+01  -0.428600E+00   0.116680E-06  -0.428600E+00   0.214586E+00   0.503124E-09   0.116680E-06   0.503124E-09   0.824662E-10
  3374   0.571678E+01  -0.426887E+00   0.116641E-06  -0.426887E+00   0.213124E+00   0.484658E-09   0.116641E-06   0.484658E-09   0.823896E-10
  3375   0.570881E+01  -0.425120E+00   0.116603E-06  -0.425120E+00   0.211676E+00   0.466236E-09   0.116603E-06   0.466236E-09   0.823131E-10
  3376   0.570090E+01  -0.423311E+00   0.116566E-06  -0.423311E+00   0.210226E+00   0.447862E-09   0.116566E-06   0.447862E-09   0.822367E-10
  3377   0.569379E+01  -0.421469E+00   0.116529E-06  -0.421469E+00   0.208784E+00   0.429537E-09   0.116529E-06   0.429537E-09   0.821604E-10
  3378   0.568674E+01  -0.419578E+00   0.116493E-06  -0.419578E+00   0.207350E+00   0.411264E-09   0.116493E-06   0.411264E-09   0.820842E-10
  3379   0.567899E+01  -0.417652E+00   0.116458E-06  -0.417652E+00   0.205931E+00   0.393044E-09   0.116458E-06   0.393044E-09   0.820081E-10
  3380   0.567127E+01  -0.415690E+00   0.116424E-06  -0.415690E+00   0.204506E+00   0.374880E-09   0.116424E-06   0.374880E-09   0.819321E-10
  3381   0.566432E+01  -0.413692E+00   0.116390E-06  -0.413692E+00   0.203105E+00   0.356775E-09   0.116390E-06   0.356775E-09   0.818561E-10
  3382   0.565664E+01  -0.411650E+00   0.116357E-06  -0.411650E+00   0.201700E+00   0.338730E-09   0.116357E-06   0.338730E-09   0.817802E-10
  3383   0.564824E+01  -0.409570E+00   0.116325E-06  -0.409570E+00   0.200312E+00   0.320747E-09   0.116325E-06   0.320747E-09   0.817045E-10
  3384   0.564058E+01  -0.407452E+00   0.116293E-06  -0.407452E+00   0.198921E+00   0.302829E-09   0.116293E-06   0.302829E-09   0.816288E-10
  3385   0.563217E+01  -0.405303E+00   0.116262E-06  -0.405303E+00   0.197550E+00   0.284979E-09   0.116262E-06   0.284979E-09   0.815531E-10
  3386   0.562449E+01  -0.403115E+00   0.116232E-06  -0.403115E+00   0.196190E+00   0.267197E-09   0.116232E-06   0.267197E-09   0.814776E-10
  3387   0.561604E+01  -0.400886E+00   0.116202E-06  -0.400886E+00   0.194836E+00   0.249487E-09   0.116202E-06   0.249487E-09   0.814022E-10
  3388   0.560757E+01  -0.398640E+00   0.116173E-06  -0.398640E+00   0.193489E+00   0.231850E-09   0.116173E-06   0.231850E-09   0.813268E-10
  3389   0.559757E+01  -0.396344E+00   0.116144E-06  -0.396344E+00   0.192155E+00   0.214289E-09   0.116144E-06   0.214289E-09   0.812516E-10
  3390   0.558901E+01  -0.394029E+00   0.116116E-06  -0.394029E+00   0.190829E+00   0.196806E-09   0.116116E-06   0.196806E-09   0.811764E-10
  3391   0.558188E+01  -0.391680E+00   0.116089E-06  -0.391680E+00   0.189526E+00   0.179403E-09   0.116089E-06   0.179403E-09   0.811013E-10
  3392   0.557247E+01  -0.389287E+00   0.116062E-06  -0.389287E+00   0.188223E+00   0.162083E-09   0.116062E-06   0.162083E-09   0.810263E-10
  3393   0.556372E+01  -0.386872E+00   0.116036E-06  -0.386872E+00   0.186930E+00   0.144847E-09   0.116036E-06   0.144847E-09   0.809513E-10
  3394   0.555415E+01  -0.384421E+00   0.116011E-06  -0.384421E+00   0.185662E+00   0.127698E-09   0.116011E-06   0.127698E-09   0.808765E-10
  3395   0.554598E+01  -0.381933E+00   0.115985E-06  -0.381933E+00   0.184389E+00   0.110638E-09   0.115985E-06   0.110638E-09   0.808017E-10
  3396   0.553624E+01  -0.379421E+00   0.115961E-06  -0.379421E+00   0.183149E+00   0.936697E-10   0.115961E-06   0.936697E-10   0.807270E-10
  3397   0.552638E+01  -0.376877E+00   0.115937E-06  -0.376877E+00   0.181905E+00   0.767944E-10   0.115937E-06   0.767944E-10   0.806525E-10
  3398   0.551642E+01  -0.374302E+00   0.115913E-06  -0.374302E+00   0.180681E+00   0.600147E-10   0.115913E-06   0.600147E-10   0.805779E-10
  3399   0.550708E+01  -0.371694E+00   0.115890E-06  -0.371694E+00   0.179470E+00   0.433328E-10   0.115890E-06   0.433328E-10   0.805035E-10
