#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5176   0.450131E-01  -0.258674E-02   0.342476E-07  -0.258674E-02   0.170082E-02   0.266629E-10   0.342476E-07   0.266629E-10   0.194564E-10
  5177   0.449604E-01  -0.258861E-02   0.342281E-07  -0.258861E-02   0.169454E-02   0.265695E-10   0.342281E-07   0.265695E-10   0.194425E-10
  5178   0.449228E-01  -0.258994E-02   0.342087E-07  -0.258994E-02   0.168809E-02   0.264770E-10   0.342087E-07   0.264770E-10   0.194286E-10
  5179   0.448780E-01  -0.259110E-02   0.341893E-07  -0.259110E-02   0.168184E-02   0.263854E-10   0.341893E-07   0.263854E-10   0.194147E-10
  5180   0.448408E-01  -0.259195E-02   0.341700E-07  -0.259195E-02   0.167527E-02   0.262947E-10   0.341700E-07   0.262947E-10   0.194008E-10
  5181   0.447890E-01  -0.259242E-02   0.341506E-07  -0.259242E-02   0.166875E-02   0.262049E-10   0.341506E-07   0.262049E-10   0.193870E-10
  5182   0.447448E-01  -0.259271E-02   0.341313E-07  -0.259271E-02   0.166213E-02   0.261161E-10   0.341313E-07   0.261161E-10   0.193731E-10
  5183   0.447083E-01  -0.259270E-02   0.341121E-07  -0.259270E-02   0.165555E-02   0.260281E-10   0.341121E-07   0.260281E-10   0.193593E-10
  5184   0.446645E-01  -0.259230E-02   0.340928E-07  -0.259230E-02   0.164888E-02   0.259410E-10   0.340928E-07   0.259410E-10   0.193454E-10
  5185   0.446136E-01  -0.259158E-02   0.340736E-07  -0.259158E-02   0.164218E-02   0.258547E-10   0.340736E-07   0.258547E-10   0.193316E-10
  5186   0.445776E-01  -0.259063E-02   0.340544E-07  -0.259063E-02   0.163531E-02   0.257694E-10   0.340544E-07   0.257694E-10   0.193178E-10
  5187   0.445345E-01  -0.258937E-02   0.340352E-07  -0.258937E-02   0.162857E-02   0.256849E-10   0.340352E-07   0.256849E-10   0.193040E-10
  5188   0.444989E-01  -0.258795E-02   0.340161E-07  -0.258795E-02   0.162173E-02   0.256013E-10   0.340161E-07   0.256013E-10   0.192903E-10
  5189   0.444487E-01  -0.258599E-02   0.339969E-07  -0.258599E-02   0.161486E-02   0.255186E-10   0.339969E-07   0.255186E-10   0.192765E-10
  5190   0.444135E-01  -0.258387E-02   0.339778E-07  -0.258387E-02   0.160782E-02   0.254367E-10   0.339778E-07   0.254367E-10   0.192627E-10
  5191   0.443711E-01  -0.258137E-02   0.339588E-07  -0.258137E-02   0.160090E-02   0.253557E-10   0.339588E-07   0.253557E-10   0.192490E-10
  5192   0.443214E-01  -0.257863E-02   0.339397E-07  -0.257863E-02   0.159382E-02   0.252756E-10   0.339397E-07   0.252756E-10   0.192353E-10
  5193   0.442793E-01  -0.257551E-02   0.339207E-07  -0.257551E-02   0.158685E-02   0.251963E-10   0.339207E-07   0.251963E-10   0.192215E-10
  5194   0.442374E-01  -0.257224E-02   0.339017E-07  -0.257224E-02   0.157965E-02   0.251178E-10   0.339017E-07   0.251178E-10   0.192078E-10
  5195   0.441957E-01  -0.256850E-02   0.338827E-07  -0.256850E-02   0.157256E-02   0.250401E-10   0.338827E-07   0.250401E-10   0.191941E-10
  5196   0.441615E-01  -0.256461E-02   0.338638E-07  -0.256461E-02   0.156538E-02   0.249634E-10   0.338638E-07   0.249634E-10   0.191804E-10
  5197   0.441201E-01  -0.256041E-02   0.338449E-07  -0.256041E-02   0.155825E-02   0.248874E-10   0.338449E-07   0.248874E-10   0.191668E-10
  5198   0.440788E-01  -0.255591E-02   0.338260E-07  -0.255591E-02   0.155103E-02   0.248122E-10   0.338260E-07   0.248122E-10   0.191531E-10
  5199   0.440376E-01  -0.255110E-02   0.338071E-07  -0.255110E-02   0.154378E-02   0.247379E-10   0.338071E-07   0.247379E-10   0.191394E-10
  5200   0.439892E-01  -0.254599E-02   0.337882E-07  -0.254599E-02   0.153658E-02   0.246644E-10   0.337882E-07   0.246644E-10   0.191258E-10
  5201   0.439558E-01  -0.254057E-02   0.337694E-07  -0.254057E-02   0.152914E-02   0.245917E-10   0.337694E-07   0.245917E-10   0.191122E-10
  5202   0.439151E-01  -0.253499E-02   0.337506E-07  -0.253499E-02   0.152197E-02   0.245198E-10   0.337506E-07   0.245198E-10   0.190985E-10
  5203   0.438671E-01  -0.252897E-02   0.337319E-07  -0.252897E-02   0.151449E-02   0.244488E-10   0.337319E-07   0.244488E-10   0.190849E-10
  5204   0.438267E-01  -0.252271E-02   0.337131E-07  -0.252271E-02   0.150720E-02   0.243785E-10   0.337131E-07   0.243785E-10   0.190713E-10
  5205   0.437938E-01  -0.251623E-02   0.336944E-07  -0.251623E-02   0.149990E-02   0.243090E-10   0.336944E-07   0.243090E-10   0.190577E-10
  5206   0.437462E-01  -0.250944E-02   0.336757E-07  -0.250944E-02   0.149242E-02   0.242403E-10   0.336757E-07   0.242403E-10   0.190442E-10
  5207   0.437061E-01  -0.250228E-02   0.336570E-07  -0.250228E-02   0.148507E-02   0.241724E-10   0.336570E-07   0.241724E-10   0.190306E-10
  5208   0.436587E-01  -0.249497E-02   0.336384E-07  -0.249497E-02   0.147755E-02   0.241052E-10   0.336384E-07   0.241052E-10   0.190170E-10
  5209   0.436040E-01  -0.248750E-02   0.336197E-07  -0.248750E-02   0.147008E-02   0.240389E-10   0.336197E-07   0.240389E-10   0.190035E-10
  5210   0.435643E-01  -0.247958E-02   0.336011E-07  -0.247958E-02   0.146266E-02   0.239733E-10   0.336011E-07   0.239733E-10   0.189900E-10
  5211   0.435173E-01  -0.247144E-02   0.335826E-07  -0.247144E-02   0.145515E-02   0.239085E-10   0.335826E-07   0.239085E-10   0.189764E-10
  5212   0.434703E-01  -0.246308E-02   0.335640E-07  -0.246308E-02   0.144762E-02   0.238444E-10   0.335640E-07   0.238444E-10   0.189629E-10
  5213   0.434309E-01  -0.245434E-02   0.335455E-07  -0.245434E-02   0.144007E-02   0.237811E-10   0.335455E-07   0.237811E-10   0.189494E-10
  5214   0.433841E-01  -0.244552E-02   0.335270E-07  -0.244552E-02   0.143265E-02   0.237186E-10   0.335270E-07   0.237186E-10   0.189359E-10
  5215   0.433301E-01  -0.243634E-02   0.335085E-07  -0.243634E-02   0.142505E-02   0.236568E-10   0.335085E-07   0.236568E-10   0.189225E-10
  5216   0.432909E-01  -0.242700E-02   0.334900E-07  -0.242700E-02   0.141752E-02   0.235958E-10   0.334900E-07   0.235958E-10   0.189090E-10
  5217   0.432444E-01  -0.241722E-02   0.334716E-07  -0.241722E-02   0.141003E-02   0.235355E-10   0.334716E-07   0.235355E-10   0.188955E-10
  5218   0.432054E-01  -0.240736E-02   0.334532E-07  -0.240736E-02   0.140252E-02   0.234759E-10   0.334532E-07   0.234759E-10   0.188821E-10
  5219   0.431517E-01  -0.239721E-02   0.334348E-07  -0.239721E-02   0.139485E-02   0.234170E-10   0.334348E-07   0.234170E-10   0.188687E-10
  5220   0.431129E-01  -0.238684E-02   0.334164E-07  -0.238684E-02   0.138738E-02   0.233589E-10   0.334164E-07   0.233589E-10   0.188552E-10
  5221   0.430518E-01  -0.237624E-02   0.333981E-07  -0.237624E-02   0.137974E-02   0.233016E-10   0.333981E-07   0.233016E-10   0.188418E-10
  5222   0.430131E-01  -0.236550E-02   0.333798E-07  -0.236550E-02   0.137230E-02   0.232449E-10   0.333798E-07   0.232449E-10   0.188284E-10
  5223   0.429671E-01  -0.235432E-02   0.333615E-07  -0.235432E-02   0.136470E-02   0.231889E-10   0.333615E-07   0.231889E-10   0.188150E-10
  5224   0.429137E-01  -0.234299E-02   0.333432E-07  -0.234299E-02   0.135730E-02   0.231337E-10   0.333432E-07   0.231337E-10   0.188017E-10
  5225   0.428677E-01  -0.233151E-02   0.333249E-07  -0.233151E-02   0.134981E-02   0.230791E-10   0.333249E-07   0.230791E-10   0.187883E-10
  5226   0.428218E-01  -0.231975E-02   0.333067E-07  -0.231975E-02   0.134229E-02   0.230253E-10   0.333067E-07   0.230253E-10   0.187750E-10
  5227   0.427686E-01  -0.230791E-02   0.332885E-07  -0.230791E-02   0.133484E-02   0.229722E-10   0.332885E-07   0.229722E-10   0.187616E-10
  5228   0.427228E-01  -0.229571E-02   0.332703E-07  -0.229571E-02   0.132728E-02   0.229197E-10   0.332703E-07   0.229197E-10   0.187483E-10
  5229   0.426770E-01  -0.228344E-02   0.332521E-07  -0.228344E-02   0.131986E-02   0.228680E-10   0.332521E-07   0.228680E-10   0.187350E-10
  5230   0.426239E-01  -0.227088E-02   0.332340E-07  -0.227088E-02   0.131235E-02   0.228169E-10   0.332340E-07   0.228169E-10   0.187216E-10
  5231   0.425782E-01  -0.225810E-02   0.332159E-07  -0.225810E-02   0.130489E-02   0.227665E-10   0.332159E-07   0.227665E-10   0.187083E-10
  5232   0.425177E-01  -0.224510E-02   0.331978E-07  -0.224510E-02   0.129741E-02   0.227167E-10   0.331978E-07   0.227167E-10   0.186951E-10
  5233   0.424647E-01  -0.223197E-02   0.331797E-07  -0.223197E-02   0.129007E-02   0.226677E-10   0.331797E-07   0.226677E-10   0.186818E-10
  5234   0.424116E-01  -0.221869E-02   0.331616E-07  -0.221869E-02   0.128263E-02   0.226193E-10   0.331616E-07   0.226193E-10   0.186685E-10
  5235   0.423586E-01  -0.220513E-02   0.331436E-07  -0.220513E-02   0.127517E-02   0.225716E-10   0.331436E-07   0.225716E-10   0.186553E-10
  5236   0.423056E-01  -0.219142E-02   0.331256E-07  -0.219142E-02   0.126785E-02   0.225245E-10   0.331256E-07   0.225245E-10   0.186420E-10
  5237   0.422527E-01  -0.217758E-02   0.331076E-07  -0.217758E-02   0.126043E-02   0.224781E-10   0.331076E-07   0.224781E-10   0.186288E-10
  5238   0.421997E-01  -0.216360E-02   0.330896E-07  -0.216360E-02   0.125315E-02   0.224323E-10   0.330896E-07   0.224323E-10   0.186156E-10
  5239   0.421393E-01  -0.214940E-02   0.330717E-07  -0.214940E-02   0.124577E-02   0.223871E-10   0.330717E-07   0.223871E-10   0.186023E-10
  5240   0.420789E-01  -0.213507E-02   0.330538E-07  -0.213507E-02   0.123845E-02   0.223426E-10   0.330538E-07   0.223426E-10   0.185891E-10
  5241   0.420334E-01  -0.212052E-02   0.330359E-07  -0.212052E-02   0.123118E-02   0.222988E-10   0.330359E-07   0.222988E-10   0.185760E-10
  5242   0.419730E-01  -0.210584E-02   0.330180E-07  -0.210584E-02   0.122390E-02   0.222555E-10   0.330180E-07   0.222555E-10   0.185628E-10
  5243   0.419126E-01  -0.209110E-02   0.330001E-07  -0.209110E-02   0.121668E-02   0.222129E-10   0.330001E-07   0.222129E-10   0.185496E-10
  5244   0.418670E-01  -0.207622E-02   0.329823E-07  -0.207622E-02   0.120951E-02   0.221709E-10   0.329823E-07   0.221709E-10   0.185365E-10
  5245   0.417991E-01  -0.206106E-02   0.329645E-07  -0.206106E-02   0.120233E-02   0.221296E-10   0.329645E-07   0.221296E-10   0.185233E-10
  5246   0.417461E-01  -0.204583E-02   0.329467E-07  -0.204583E-02   0.119513E-02   0.220888E-10   0.329467E-07   0.220888E-10   0.185102E-10
  5247   0.416931E-01  -0.203047E-02   0.329289E-07  -0.203047E-02   0.118807E-02   0.220487E-10   0.329289E-07   0.220487E-10   0.184971E-10
  5248   0.416251E-01  -0.201505E-02   0.329111E-07  -0.201505E-02   0.118098E-02   0.220091E-10   0.329111E-07   0.220091E-10   0.184839E-10
  5249   0.415720E-01  -0.199943E-02   0.328934E-07  -0.199943E-02   0.117396E-02   0.219702E-10   0.328934E-07   0.219702E-10   0.184708E-10
  5250   0.415115E-01  -0.198367E-02   0.328757E-07  -0.198367E-02   0.116692E-02   0.219318E-10   0.328757E-07   0.219318E-10   0.184578E-10
  5251   0.414509E-01  -0.196777E-02   0.328580E-07  -0.196777E-02   0.115994E-02   0.218940E-10   0.328580E-07   0.218940E-10   0.184447E-10
  5252   0.413828E-01  -0.195190E-02   0.328403E-07  -0.195190E-02   0.115294E-02   0.218568E-10   0.328403E-07   0.218568E-10   0.184316E-10
  5253   0.413295E-01  -0.193581E-02   0.328226E-07  -0.193581E-02   0.114600E-02   0.218202E-10   0.328226E-07   0.218202E-10   0.184186E-10
  5254   0.412688E-01  -0.191960E-02   0.328050E-07  -0.191960E-02   0.113919E-02   0.217842E-10   0.328050E-07   0.217842E-10   0.184055E-10
  5255   0.412006E-01  -0.190333E-02   0.327874E-07  -0.190333E-02   0.113222E-02   0.217487E-10   0.327874E-07   0.217487E-10   0.183925E-10
  5256   0.411471E-01  -0.188707E-02   0.327698E-07  -0.188707E-02   0.112546E-02   0.217139E-10   0.327698E-07   0.217139E-10   0.183794E-10
  5257   0.410788E-01  -0.187069E-02   0.327522E-07  -0.187069E-02   0.111861E-02   0.216795E-10   0.327522E-07   0.216795E-10   0.183664E-10
  5258   0.410178E-01  -0.185418E-02   0.327346E-07  -0.185418E-02   0.111189E-02   0.216458E-10   0.327346E-07   0.216458E-10   0.183534E-10
  5259   0.409494E-01  -0.183761E-02   0.327171E-07  -0.183761E-02   0.110509E-02   0.216125E-10   0.327171E-07   0.216125E-10   0.183404E-10
  5260   0.408883E-01  -0.182099E-02   0.326996E-07  -0.182099E-02   0.109849E-02   0.215799E-10   0.326996E-07   0.215799E-10   0.183275E-10
  5261   0.408271E-01  -0.180432E-02   0.326821E-07  -0.180432E-02   0.109188E-02   0.215478E-10   0.326821E-07   0.215478E-10   0.183145E-10
  5262   0.407658E-01  -0.178759E-02   0.326646E-07  -0.178759E-02   0.108518E-02   0.215162E-10   0.326646E-07   0.215162E-10   0.183015E-10
  5263   0.406970E-01  -0.177073E-02   0.326471E-07  -0.177073E-02   0.107868E-02   0.214851E-10   0.326471E-07   0.214851E-10   0.182886E-10
  5264   0.406282E-01  -0.175390E-02   0.326297E-07  -0.175390E-02   0.107218E-02   0.214546E-10   0.326297E-07   0.214546E-10   0.182757E-10
  5265   0.405592E-01  -0.173686E-02   0.326122E-07  -0.173686E-02   0.106566E-02   0.214246E-10   0.326122E-07   0.214246E-10   0.182627E-10
  5266   0.404976E-01  -0.172000E-02   0.325948E-07  -0.172000E-02   0.105927E-02   0.213952E-10   0.325948E-07   0.213952E-10   0.182498E-10
  5267   0.404359E-01  -0.170294E-02   0.325774E-07  -0.170294E-02   0.105287E-02   0.213662E-10   0.325774E-07   0.213662E-10   0.182369E-10
  5268   0.403593E-01  -0.168590E-02   0.325601E-07  -0.168590E-02   0.104653E-02   0.213378E-10   0.325601E-07   0.213378E-10   0.182240E-10
  5269   0.402974E-01  -0.166881E-02   0.325427E-07  -0.166881E-02   0.104025E-02   0.213099E-10   0.325427E-07   0.213099E-10   0.182111E-10
  5270   0.402279E-01  -0.165174E-02   0.325254E-07  -0.165174E-02   0.103396E-02   0.212824E-10   0.325254E-07   0.212824E-10   0.181983E-10
  5271   0.401510E-01  -0.163463E-02   0.325081E-07  -0.163463E-02   0.102773E-02   0.212555E-10   0.325081E-07   0.212555E-10   0.181854E-10
  5272   0.400887E-01  -0.161747E-02   0.324908E-07  -0.161747E-02   0.102156E-02   0.212291E-10   0.324908E-07   0.212291E-10   0.181726E-10
  5273   0.400190E-01  -0.160033E-02   0.324735E-07  -0.160033E-02   0.101553E-02   0.212032E-10   0.324735E-07   0.212032E-10   0.181597E-10
  5274   0.399565E-01  -0.158315E-02   0.324562E-07  -0.158315E-02   0.100941E-02   0.211777E-10   0.324562E-07   0.211777E-10   0.181469E-10
  5275   0.398865E-01  -0.156599E-02   0.324390E-07  -0.156599E-02   0.100335E-02   0.211528E-10   0.324390E-07   0.211528E-10   0.181341E-10
  5276   0.398238E-01  -0.154878E-02   0.324218E-07  -0.154878E-02   0.997355E-03   0.211283E-10   0.324218E-07   0.211283E-10   0.181213E-10
  5277   0.397535E-01  -0.153168E-02   0.324046E-07  -0.153168E-02   0.991420E-03   0.211043E-10   0.324046E-07   0.211043E-10   0.181085E-10
  5278   0.396756E-01  -0.151453E-02   0.323874E-07  -0.151453E-02   0.985473E-03   0.210807E-10   0.323874E-07   0.210807E-10   0.180957E-10
  5279   0.396051E-01  -0.149734E-02   0.323702E-07  -0.149734E-02   0.979737E-03   0.210576E-10   0.323702E-07   0.210576E-10   0.180829E-10
  5280   0.395344E-01  -0.148025E-02   0.323531E-07  -0.148025E-02   0.973914E-03   0.210350E-10   0.323531E-07   0.210350E-10   0.180701E-10
  5281   0.394710E-01  -0.146319E-02   0.323359E-07  -0.146319E-02   0.968154E-03   0.210129E-10   0.323359E-07   0.210129E-10   0.180574E-10
  5282   0.393925E-01  -0.144609E-02   0.323188E-07  -0.144609E-02   0.962530E-03   0.209911E-10   0.323188E-07   0.209911E-10   0.180447E-10
  5283   0.393214E-01  -0.142901E-02   0.323017E-07  -0.142901E-02   0.956821E-03   0.209699E-10   0.323017E-07   0.209699E-10   0.180319E-10
  5284   0.392575E-01  -0.141197E-02   0.322846E-07  -0.141197E-02   0.951249E-03   0.209491E-10   0.322846E-07   0.209491E-10   0.180192E-10
  5285   0.391786E-01  -0.139503E-02   0.322675E-07  -0.139503E-02   0.945740E-03   0.209287E-10   0.322675E-07   0.209287E-10   0.180065E-10
  5286   0.391070E-01  -0.137813E-02   0.322505E-07  -0.137813E-02   0.940220E-03   0.209087E-10   0.322505E-07   0.209087E-10   0.179938E-10
  5287   0.390427E-01  -0.136125E-02   0.322335E-07  -0.136125E-02   0.934689E-03   0.208892E-10   0.322335E-07   0.208892E-10   0.179811E-10
  5288   0.389707E-01  -0.134449E-02   0.322164E-07  -0.134449E-02   0.929369E-03   0.208701E-10   0.322164E-07   0.208701E-10   0.179684E-10
  5289   0.388911E-01  -0.132761E-02   0.321994E-07  -0.132761E-02   0.924039E-03   0.208514E-10   0.321994E-07   0.208514E-10   0.179558E-10
  5290   0.388188E-01  -0.131091E-02   0.321825E-07  -0.131091E-02   0.918698E-03   0.208332E-10   0.321825E-07   0.208332E-10   0.179431E-10
  5291   0.387537E-01  -0.129425E-02   0.321655E-07  -0.129425E-02   0.913421E-03   0.208153E-10   0.321655E-07   0.208153E-10   0.179305E-10
  5292   0.386736E-01  -0.127769E-02   0.321485E-07  -0.127769E-02   0.908208E-03   0.207979E-10   0.321485E-07   0.207979E-10   0.179178E-10
  5293   0.386008E-01  -0.126117E-02   0.321316E-07  -0.126117E-02   0.903133E-03   0.207808E-10   0.321316E-07   0.207808E-10   0.179052E-10
  5294   0.385351E-01  -0.124476E-02   0.321147E-07  -0.124476E-02   0.897974E-03   0.207642E-10   0.321147E-07   0.207642E-10   0.178926E-10
  5295   0.384544E-01  -0.122847E-02   0.320978E-07  -0.122847E-02   0.892879E-03   0.207479E-10   0.320978E-07   0.207479E-10   0.178800E-10
  5296   0.383884E-01  -0.121213E-02   0.320809E-07  -0.121213E-02   0.887849E-03   0.207321E-10   0.320809E-07   0.207321E-10   0.178674E-10
  5297   0.383147E-01  -0.119590E-02   0.320640E-07  -0.119590E-02   0.882957E-03   0.207166E-10   0.320640E-07   0.207166E-10   0.178548E-10
  5298   0.382334E-01  -0.117987E-02   0.320472E-07  -0.117987E-02   0.877981E-03   0.207015E-10   0.320472E-07   0.207015E-10   0.178423E-10
  5299   0.381668E-01  -0.116379E-02   0.320303E-07  -0.116379E-02   0.873145E-03   0.206868E-10   0.320303E-07   0.206868E-10   0.178297E-10
  5300   0.380925E-01  -0.114790E-02   0.320135E-07  -0.114790E-02   0.868299E-03   0.206724E-10   0.320135E-07   0.206724E-10   0.178172E-10
  5301   0.380180E-01  -0.113213E-02   0.319967E-07  -0.113213E-02   0.863519E-03   0.206584E-10   0.319967E-07   0.206584E-10   0.178046E-10
  5302   0.379432E-01  -0.111632E-02   0.319799E-07  -0.111632E-02   0.858877E-03   0.206448E-10   0.319799E-07   0.206448E-10   0.177921E-10
  5303   0.378683E-01  -0.110077E-02   0.319631E-07  -0.110077E-02   0.854227E-03   0.206316E-10   0.319631E-07   0.206316E-10   0.177796E-10
  5304   0.377931E-01  -0.108527E-02   0.319464E-07  -0.108527E-02   0.849568E-03   0.206186E-10   0.319464E-07   0.206186E-10   0.177671E-10
  5305   0.377177E-01  -0.106980E-02   0.319296E-07  -0.106980E-02   0.844975E-03   0.206061E-10   0.319296E-07   0.206061E-10   0.177546E-10
  5306   0.376420E-01  -0.105453E-02   0.319129E-07  -0.105453E-02   0.840447E-03   0.205939E-10   0.319129E-07   0.205939E-10   0.177421E-10
  5307   0.375661E-01  -0.103929E-02   0.318962E-07  -0.103929E-02   0.835986E-03   0.205820E-10   0.318962E-07   0.205820E-10   0.177296E-10
  5308   0.374900E-01  -0.102425E-02   0.318795E-07  -0.102425E-02   0.831516E-03   0.205704E-10   0.318795E-07   0.205704E-10   0.177172E-10
  5309   0.374284E-01  -0.100940E-02   0.318628E-07  -0.100940E-02   0.827186E-03   0.205592E-10   0.318628E-07   0.205592E-10   0.177047E-10
  5310   0.373444E-01  -0.994588E-03   0.318461E-07  -0.994588E-03   0.822849E-03   0.205483E-10   0.318461E-07   0.205483E-10   0.176923E-10
  5311   0.372749E-01  -0.979823E-03   0.318295E-07  -0.979823E-03   0.818652E-03   0.205378E-10   0.318295E-07   0.205378E-10   0.176799E-10
  5312   0.372052E-01  -0.965399E-03   0.318128E-07  -0.965399E-03   0.814373E-03   0.205275E-10   0.318128E-07   0.205275E-10   0.176674E-10
  5313   0.371278E-01  -0.951020E-03   0.317962E-07  -0.951020E-03   0.810161E-03   0.205176E-10   0.317962E-07   0.205176E-10   0.176550E-10
  5314   0.370575E-01  -0.936760E-03   0.317796E-07  -0.936760E-03   0.806015E-03   0.205080E-10   0.317796E-07   0.205080E-10   0.176426E-10
